,Shared topic 1,Shared topic 2,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 4,ATAC private topic 6,ATAC private topic 7,ATAC private topic 8,ATAC private topic 9
chr11-55419433-55420285,-0.9662659,0.015223029,-0.117249645,0.42494243,-0.3635565,0.65864325,-0.13312967,0.11000599,0.109760694,0.5606473,-0.027895262,-0.4611755,0.7397435,-0.6828842,-0.0009700413,-0.49206573,0.23566858
chr11-55469005-55469922,-0.05354458,0.0017556387,0.0005192141,-0.068806455,0.15064603,0.15554662,-0.3139255,-0.009808382,0.011274968,0.20949076,-0.0153257875,0.051372793,-0.3207961,-0.007744942,-0.00088017393,0.057812184,0.12098967
chr11-57518134-57519020,-0.103341915,-0.00037544043,-0.00031943413,0.0023101203,-0.062348332,0.2432662,0.010163061,-0.00010743732,-0.0013885724,-0.030531548,0.0012619382,-0.0746586,-0.1969514,-0.006779753,0.00035694367,-0.0010511783,0.031422764
chr11-58103611-58104491,0.45872843,-0.0011631383,-0.0003102006,0.077498,-0.100415125,0.09036925,-0.029927302,-0.0101441825,-0.02360532,-0.20573504,-0.014318245,0.23274043,-0.080204174,0.016962934,-0.00033134734,0.021753114,-0.035003297
chr11-58981714-58982575,0.16530724,0.001509902,0.0018926843,-0.5313025,0.042891372,-0.28583544,0.108903594,-0.0019461983,-0.011381771,-0.28751665,0.017497797,-0.013336939,0.07917229,-0.008405004,0.0010094561,0.02448919,0.016566861
chr11-59207981-59208856,-0.1476845,0.0005037753,0.0025284851,-0.25796402,-0.03674742,-0.4179146,0.14485878,0.00593285,0.017939018,-0.548281,-0.0024161893,-0.22874054,0.0041440427,0.012131652,3.7579475e-06,-0.029044356,0.03582665
chr11-59758793-59759704,-0.6840315,-0.0027764677,-0.0037957497,0.18456274,0.61227185,0.11806812,-0.08887313,-0.012817958,-0.031473204,-0.41942596,0.0144804865,-0.2788701,0.89501715,-0.16122502,-0.0014264449,0.019745715,0.0475967
chr11-59947722-59948626,0.38237098,-0.00013171785,-0.00026823155,0.12482292,0.116888404,-0.7930047,-0.019032089,-2.6662356e-05,0.0023309975,0.0064077224,0.0007229147,-0.23730077,-0.23013565,0.0032304928,0.001943289,0.024324069,-0.021587592
chr11-59964692-59965598,-0.7059798,-0.0010232715,0.024013538,0.026998283,-0.43064842,0.16786332,0.097637035,0.03824977,0.020426191,0.45880154,-0.027334712,-0.54031575,-0.2546724,-0.33712736,-0.0026956536,0.058148377,0.28152433
chr11-60220092-60220983,0.19916525,-0.00022986019,-0.00064484496,-0.07470303,0.22915074,-0.060158934,-0.029170727,-0.0046878858,-0.0029657884,0.20512736,0.00088865694,-0.0695075,-0.0956106,-0.0037710136,-1.396246e-05,-0.010719906,0.0119334925
chr11-60222468-60223383,0.33627304,0.0005362398,0.0036247422,0.23515585,-0.087309055,-0.30872446,-0.21302617,-0.02186856,0.004415875,-0.04872257,-0.012500391,-0.09925477,-0.12989822,0.020349124,-0.00024063526,-0.0034658036,0.29223633
chr11-60454176-60455055,0.026699424,-0.0009007995,-0.001673898,-0.08567413,-0.046277106,-0.24426217,0.14372183,0.019747159,-0.002719003,-0.25699314,0.0008525773,-0.15030992,-0.082758464,0.078870006,-0.001628458,0.0777074,-0.07444631
chr11-61174770-61175666,0.3174509,0.0021781703,0.005216364,-0.08681043,0.249418,0.008251353,-0.32906815,-0.0239408,-0.044369157,0.22430427,-0.17983748,0.19562739,-0.004877992,0.013480124,-0.00012548146,0.16086029,-0.30242908
chr11-61493935-61494828,0.25308374,0.0005798462,-0.0016158674,0.12643784,-0.028614117,-0.034879707,-0.17683995,0.0016067275,-0.012079585,0.058360584,0.0022380499,0.1239283,-0.079808846,0.038386695,-0.00014528536,-0.0072264373,-0.22052771
chr11-61529034-61529945,-0.83183277,0.019987063,0.13340658,0.12342709,0.0014943925,0.64513266,-0.5587616,-0.14352265,0.09239615,0.13681135,-0.085239455,-0.42852244,1.2443982,-0.56003904,-0.015281263,-0.3812361,-0.18367554
chr11-62076495-62077375,-1.2482876,-0.046929162,-0.024277676,0.6623256,0.46736693,0.61059433,-0.28357047,-0.031889647,0.054821003,0.47276524,-0.018501814,-0.503558,1.1080692,-1.1246326,0.0074618957,-0.75537115,-0.033271756
chr11-67454725-67455505,-0.58837646,-0.0059199105,0.025903037,-0.14109226,0.59885746,-0.2663618,0.36144942,0.013515061,-0.20093149,-0.49533942,0.025364084,-0.20340659,0.17068848,-0.027499255,0.0042476426,-0.22849463,-0.14754023
chr11-67588551-67589398,-0.6196883,0.00022104051,0.009943671,0.4491085,-0.101777546,-0.09382846,0.00013689378,0.0065503097,0.044093475,-0.06186194,-0.023693968,-0.67704785,0.9235952,-0.3418662,0.0039356994,-0.10475195,-0.21256681
chr11-68431670-68432547,0.30195808,-0.00036453502,-0.0049964916,-0.29818696,-0.25244784,0.2848577,-0.28680423,0.0068962234,0.07200259,0.32407835,-0.015949272,0.11831981,-0.3909435,-0.0070917225,-0.00021116075,-0.2774632,0.046451148
chr11-68623174-68624094,-0.30547085,-0.0034730579,0.0523386,-0.7049621,-1.0083712,-0.08834126,0.6554519,0.093286306,0.19357671,-0.2867775,0.019465338,0.29441953,-0.6732317,0.019714355,-0.0028588574,-0.31574845,0.29832295
chr11-68973301-68974098,-0.8394412,-0.0020922497,-0.0038835607,0.34272057,0.20624532,-0.36827758,0.08814273,0.019917635,0.100649975,0.25529,0.008298154,-0.20526926,0.01521844,-0.09750016,-0.0019660615,-0.16364428,-0.004039985
chr11-69088188-69089016,-0.39578563,-0.0013447482,-0.0007478565,0.124949336,-0.078173146,0.2815624,0.1141416,-0.0051672617,-0.004259477,0.24217513,-0.0005499533,-0.23655082,0.20240735,-0.09348199,-0.001667106,-0.0057327407,0.015063622
chr11-69117627-69118435,-0.5538177,-0.0023471168,0.0012461017,-0.34762514,-0.04970233,-0.0963245,0.13158989,0.02986767,0.11990155,-0.25842232,0.010590366,-0.0010885114,-0.23381966,-0.09986883,0.0011021509,-0.042720128,0.08334355
chr11-69632366-69633266,-0.51828194,0.0030794754,0.0005907469,0.109996036,-0.022419568,0.05726111,-0.19438371,0.006020488,0.03546571,-0.16225924,0.0071164006,0.4946632,0.3083467,-0.25253513,-0.0013397052,0.09099324,-0.47759482
chr11-69685335-69686230,-0.69773877,-0.010034295,-0.017288068,0.81158483,0.13196626,0.37434748,-0.34273475,0.00076656183,0.043821294,0.9514274,-0.040146016,-0.31654087,0.37972802,-0.6548772,-0.005051095,-0.3382359,-0.13302404
chr11-69695361-69696110,-0.2888508,0.0025677374,-0.022192342,0.3550721,0.1367842,0.6626379,-0.034749925,-0.0037971118,-0.11976814,0.67063916,0.12767205,-0.38775066,-0.2964495,-0.3187763,-0.0026501042,-0.38210663,-0.47039416
chr11-69880610-69881516,-1.2268417,-0.009987634,-0.0015644608,0.3883605,0.18758698,0.6132434,-0.36629856,-0.0049697366,0.23400095,0.7885467,-0.029457577,-0.05030679,0.6290987,-1.0304105,0.0004774187,-0.3328618,-0.30560893
chr11-69913639-69914521,-0.11096228,0.0007052033,0.0021837484,-0.2516451,0.0682515,-0.14429912,0.05429822,-0.0012683689,0.002365411,-0.22998834,0.0053051095,-0.069259614,-0.11655998,-0.0041163554,-0.0002567409,-0.038525376,0.032411624
chr11-69996869-69997714,0.20931566,0.0009093257,-0.00081945624,0.1763181,-0.02151695,0.11904816,0.010756967,-0.0066304803,-0.034700662,0.6672618,-0.01771485,-0.26230547,-0.14187235,0.03885923,0.0003243232,-0.002897377,0.018797651
chr11-70230159-70231056,-0.82603264,-0.0051494995,0.0044478276,0.18369754,-0.044397518,0.5039916,0.03464519,-0.0037246644,0.081280835,0.5943999,0.029706238,-0.3572607,-0.020044267,-0.3054224,0.0002702196,-0.29942957,-0.0568015
chr11-70524862-70525765,0.3644756,-0.0011949647,-0.001710565,0.22415826,-0.024860697,-0.1804739,-0.003883076,-0.009739945,-0.04264767,-0.10873873,0.002801435,0.13690494,0.056147367,0.013801752,-0.0016577634,0.011801177,-0.02274502
chr11-70539670-70540567,-0.3961691,0.00462474,0.0013420242,0.31435266,-0.03420144,0.43337032,-0.20888345,-0.0025979322,-0.05327617,0.9202369,-0.031434126,-0.375575,0.18047574,-0.37634587,-0.003504238,-0.1559925,-0.010933841
chr11-70699868-70700724,-0.64765215,-0.0011698985,0.0005507422,0.065607786,-0.10964655,0.3231842,0.001136839,0.011983849,0.018627705,0.22039768,0.009712757,-0.00024360734,0.042873792,-0.1490969,-0.0014347116,-0.10863099,0.064860255
chr11-70763932-70764844,-0.44262132,0.00044978398,0.0017799647,0.03548058,-0.28731024,-0.1310041,0.029924314,0.0040524206,0.015324247,-0.28438413,0.0031009945,0.03436337,-0.09058346,0.0068581775,0.00048356128,-0.062582456,0.06375014
chr11-71758195-71759052,-0.7448799,-0.042960126,0.037511997,0.8594165,0.9145041,-0.16619334,-0.572256,-0.13685775,-0.64372283,-0.6039671,-0.3503521,0.09063823,1.4283719,-0.42605853,-0.014100298,0.041116256,-0.4223493
chr11-72411249-72411982,-1.045634,0.00042133877,0.014145565,0.4596639,0.16012253,0.45528382,-0.12812896,-0.019130915,-0.030091189,0.25626352,-0.031745996,-0.052387115,0.6920811,-0.4173572,-0.008873599,-0.24910735,0.025131466
chr11-72489584-72490469,-0.6900192,-3.3067895e-06,0.0040733055,-0.032882392,0.20269394,-0.1257304,0.037108567,0.0016575803,0.01914135,-0.109508276,-0.0027216726,0.2776845,-0.08803953,-0.0656578,0.0009825256,-0.026727408,0.023148263
chr11-72689699-72690557,0.10300356,0.0022037511,-0.00023344738,0.029587414,-0.09436818,-0.25807506,0.09090138,0.0008176957,-0.07815829,-0.2674354,0.022359518,-0.36554095,-0.30249798,0.09407624,0.0015216175,0.04187609,0.09743281
chr11-74546897-74547818,1.4434096,0.014452094,0.014142787,-0.6483672,-0.519722,-0.87086487,0.12213471,-0.10585196,-0.07954363,-0.674638,0.06653938,0.13098839,-1.0225646,1.1832008,-0.016768416,0.062313292,-0.44010538
chr11-74838338-74838953,-0.23092924,-0.000506185,0.0032968677,-0.057246793,-0.5066955,0.50188035,0.061942525,-0.0058870395,-0.0018242748,0.4312542,0.0070119114,0.015313195,-0.4476399,-0.07026143,0.00061267096,0.038944732,-0.09547389
chr11-74897741-74898539,-0.23219688,-0.0014159833,0.0009836174,0.035310198,-0.21378115,0.20818117,0.12980619,-0.00083178416,-0.0063454313,0.015821949,0.012138727,-0.38316238,-0.05226993,-0.037768904,0.0011581908,-0.0043995897,-0.040512357
chr11-75347993-75348882,0.41389573,-0.00013264934,-0.00029249833,0.07555856,-0.030400233,-0.16502078,-0.1437096,0.0009008941,-0.03642069,-0.2298318,-0.0070652813,0.17446017,-0.21413544,0.04093156,-0.00080252317,0.04216606,-0.093011364
chr11-75630470-75631363,0.12480113,0.00021036476,0.00014964548,-0.12152491,0.15910567,-0.095495686,0.014674693,-0.0023354362,-0.0025389313,0.47822434,-0.0017195368,-0.033056993,-0.17211297,-0.0038358406,0.00036931975,-0.013231824,-0.062160246
chr11-75653696-75654559,-0.62546647,-0.00037348268,0.0030068466,0.116953075,-0.1219659,0.69175684,0.11618122,-0.009943295,-0.056374032,0.5166142,-0.00915772,-0.05431201,0.078281716,-0.12837197,0.00032437715,-0.15577795,-0.052438106
chr11-75655556-75656423,-0.6799005,-0.0072166366,0.02211897,0.12717266,-0.5800074,0.37451056,0.5016213,-0.00829999,0.06765282,0.724113,-0.026204228,0.020003902,-0.287163,-0.43977726,-8.6524145e-05,-0.31475616,0.03781491
chr11-76027341-76028170,-1.1497319,0.015226471,-0.06816165,0.29702377,-0.102895245,0.4978768,0.06737055,0.13114493,0.33197993,0.59814984,0.06277054,-0.40818703,0.32962152,-0.7937739,0.018158803,-0.404861,-0.32327607
chr11-76398614-76399463,-0.5487921,-0.0033374964,-0.0019008599,0.40467846,-0.048648108,0.4440599,-0.05189586,0.013461408,-0.035550807,0.584326,-0.08488489,-0.1852196,0.5843692,-0.39747283,-0.005718126,-0.23027185,-0.20952831
chr11-77347828-77348712,-0.5496929,-0.002770568,-0.0007024706,0.2146672,0.10533626,0.047029305,0.0044609457,0.004261828,0.08306129,0.24303226,-0.0031448076,-0.12845394,-0.050838813,-0.21751496,0.0017556284,-0.09487738,-0.031443216
chr11-77512903-77513774,-0.5896117,0.0016577295,-0.014304807,0.46183658,0.45617455,-0.023902401,-0.21087134,-0.0007237859,0.037917852,0.015592776,-0.057144504,0.0040071867,0.76019955,-0.20904613,-0.0030745214,0.040950894,-0.33922485
chr11-77514707-77515559,-0.17560926,-0.00070604146,-0.0011623193,0.38070634,0.031155087,0.0615098,-0.07920199,0.00548451,-0.016557278,0.21094964,0.007586356,-0.24449885,0.4508923,-0.12860173,-0.0017265752,-0.040780276,-0.16620664
chr11-77792947-77793827,-0.020785362,-0.0003784879,0.000112470836,0.23610744,0.16589953,-0.3008795,-0.02943087,-0.0011434292,-0.023516856,-0.054414038,-0.00055499625,0.1998359,-0.050164524,-0.028544692,-0.0001734571,0.009356037,-0.03622995
chr11-78189183-78189957,-0.22771984,-0.0022180225,-0.0030352545,0.2444614,-0.30522856,0.0472112,0.16034608,-0.002563686,0.07743957,-0.17754544,-0.004566481,0.022197442,0.16635124,-0.04721895,-6.920029e-05,-0.01598683,-0.04197664
chr11-78301055-78301963,-0.6790007,-0.004026629,-0.0010412578,-0.18789443,0.14958262,-0.021275353,0.37431714,0.021059386,0.004645081,-0.7227211,0.043177143,-0.006609972,-0.34965163,-0.114961945,0.0025855072,0.06933675,-0.05443984
chr11-78550362-78551249,-0.09268305,-0.0009580484,0.0015404527,0.15418571,-0.12521192,-0.049663004,-0.032056984,-0.004620887,-0.003549306,-0.07767857,0.008809576,0.3525654,-0.049077325,-0.08263206,-0.0013955404,-0.0620972,0.2702803
chr11-79213709-79214630,-0.72700036,-0.0011652495,-0.0071382546,0.037913445,-0.1514691,0.8088529,-0.07525873,0.07902848,0.005869049,0.7096979,-0.0071603153,-0.12406257,-0.53408474,-0.14690964,0.00049769884,-0.09338713,0.017278282
chr11-79646558-79647473,-0.5234266,-0.12456045,-0.20611002,1.0681708,0.41314727,0.55203706,-0.65848845,-0.5023596,-0.24599269,-0.34566918,-0.3849887,-0.6350987,1.8146787,-0.5238594,-0.075820684,-0.3616156,-0.50011086
chr11-83753428-83754305,-0.117684454,0.00095388875,-0.0010070335,-0.037160736,-0.29709655,-0.2047438,0.004053929,0.014077916,-0.0046262937,-0.08289086,0.0017717491,0.040434673,-0.5535336,0.0034311335,0.000901077,0.041365147,0.039536674
chr11-83941673-83942582,-0.14073145,0.00057921116,0.0030274095,-0.24693298,0.26703683,0.105213575,0.009310803,-0.0071257683,0.004157126,-0.048775986,0.0038988015,-0.14095649,-0.03825405,0.025297146,-0.00029281818,-0.057408314,-0.00661651
chr11-84819136-84819900,-0.4158448,0.00025967116,0.0019499265,-0.069358684,0.07026727,-0.0268725,0.033331662,0.0031983834,0.008767356,-0.22342855,-0.0005139467,-0.1944099,0.23593858,-0.007342964,0.00064674154,-0.043524913,-0.009810553
chr11-85310749-85311667,-0.6212796,-0.002781481,0.003892573,0.17760521,0.22367159,-0.16598806,-0.07821542,0.0045291046,0.061622307,0.3829702,-0.0035808592,-0.16066429,-0.010199046,-0.40229386,-0.0016033872,-0.2485613,0.43719238
chr11-86670761-86671651,1.0292048,0.021178074,-0.10689435,-1.2203586,-0.5741442,-0.9331881,0.5209028,0.13230458,0.15674584,-0.77875453,0.15990905,0.59130967,-1.1195908,0.9180426,-0.001828644,0.5875952,-0.3967249
chr11-86914106-86915005,2.312016,-0.08531985,-0.35989735,-0.9854346,-0.6654537,-1.276232,0.029639157,-0.27888674,-0.12199,-0.7378335,-0.20093285,0.4329542,-1.2507474,1.5294411,-0.042333387,0.015119576,-0.15191604
chr11-87422448-87423349,-0.4781337,-0.0010160694,-0.00068705087,-0.023594549,0.033810046,-0.32223827,0.15857299,0.0034259001,0.03232586,-0.3833531,0.0075638774,-0.16973938,0.06116887,0.021453347,0.00011228265,0.032597903,-0.05140579
chr11-87443248-87443892,-0.7928303,-0.0133941015,-0.0072928905,-0.0025991588,-0.17592812,0.077615425,0.55437016,0.100758836,0.023051208,-0.5530063,0.27674872,-0.380405,-0.03602949,-0.018100198,0.0050400123,-0.1274745,-0.2380391
chr11-87591556-87592467,0.29739735,0.0010487114,0.010735744,0.0063389395,0.09680012,-0.15301044,-0.2819966,-0.012803382,-0.0075779837,0.53259057,-0.04596976,-0.6131564,-0.054209366,0.06809984,8.442782e-05,-0.0982059,-0.055664383
chr11-87852869-87853706,1.0476205,0.004462256,-0.0053241937,-0.31190237,-0.5514608,-0.9855132,0.061920796,0.017600173,0.018496705,-0.4506069,0.0065554907,-0.24354768,-0.69285554,0.81415373,-0.0033006174,0.31225216,-0.112135105
chr11-88203813-88204677,-0.35031116,-0.0014563875,-0.0027761224,0.023364699,0.07881639,0.23422907,-0.005206981,0.0032819407,0.011337048,-0.029783426,-0.0017184226,0.04594176,0.00026893313,-0.047882974,-6.8430663e-06,0.07146893,-0.16751938
chr11-90697393-90698212,0.35411996,-0.0049360753,0.01819154,-0.50499386,-1.0892609,-0.33323887,0.43932134,0.053811733,0.073550954,-0.7951408,0.049915113,0.047037758,-0.7910595,0.4027416,-0.002712923,0.09776274,0.25130877
chr11-94133225-94134123,0.2796569,-0.0014481824,-0.0042532827,0.5137843,-0.10648135,0.029459184,-0.48550856,-0.034798283,0.009307762,0.004506359,-0.011637133,-0.054757185,0.05069501,0.06325461,0.00038947136,0.00656024,0.0060150614
chr11-94210903-94211746,0.21411452,0.0016693509,-0.005040808,0.17553876,0.25395584,0.44132948,-0.28154862,-0.020133615,-0.21760887,0.19208746,-0.021345712,0.00048068052,0.051272348,-0.014889888,-0.0027218966,-0.04276024,0.07846525
chr11-94235798-94236704,-0.4200538,-0.0008715452,0.011484178,-0.047335263,0.09616125,-0.5585573,0.21632247,0.00032542023,-0.04259473,-0.3347753,0.008251895,-0.09275074,-0.06228992,-0.002341515,-0.0012333766,-0.023821546,0.12089956
chr11-94276708-94277618,0.4890533,0.0037998848,0.0024015137,-0.3155821,-0.33051333,-0.6602508,0.23945811,-0.039900403,0.108300395,-0.47928044,0.096063636,0.0949754,-0.41834718,0.13143516,4.8740367e-05,-0.13460836,-0.09080479
chr11-94936841-94937661,-0.5528234,-0.032972693,-0.058259763,-0.1557812,-0.35580912,0.2984982,0.18520373,0.15204091,0.44751188,0.23704356,-0.03709954,-0.33215988,-0.46605083,-0.10219461,-0.0023340678,0.19609454,0.3146915
chr11-94978723-94979606,-0.119525656,-0.0007073208,-0.0030019346,0.17957197,-0.019506786,-0.3321838,-0.024554074,0.0034325058,0.01332703,0.227153,0.003159292,-0.37244555,-0.056186188,-0.009119235,-6.878524e-05,0.009488191,0.09100412
chr11-95258890-95259787,-0.081825964,-0.00011002898,0.00053611473,0.13842207,-0.35023755,0.53793365,-0.17460239,-0.004097635,0.013245733,0.18356888,-0.004482064,0.080357306,0.023950946,-0.07278098,0.00023587393,-0.008933687,0.010648004
chr11-96788791-96789664,-0.07537252,0.00025904636,-0.00075342675,0.2736672,0.024646249,0.26643512,-0.09860462,-0.0032150743,-0.011745725,0.0765057,0.005655284,0.013982299,0.077701166,-0.01729455,-0.0004498824,-0.05859294,-0.08319844
chr11-97187825-97188688,0.0991056,-0.0009378422,-0.0014957786,-0.0817909,0.18339394,0.16064078,-0.060575828,-0.0025732373,0.0027449343,0.3264878,-0.011999523,-0.009699583,-0.018570246,0.013271514,-0.00043007865,-0.003419889,0.012592079
chr11-97415303-97416074,-1.154777,-0.07945634,-0.028356342,0.8652469,0.7781262,0.68875223,-0.7489724,-0.2377417,-0.3234083,0.70236325,-0.28701887,-0.66205573,1.2254053,-0.9163014,-0.047639433,-0.52941084,-0.053439133
chr11-97685382-97686279,-0.15159723,-0.0025352847,-0.0032912835,0.2144983,-0.20574671,0.39677313,0.042848542,-0.0016255305,0.031473227,0.6906279,-0.0066343197,0.0952866,-0.098092064,-0.11004868,-0.0017460415,-0.058096536,-0.13647641
chr11-98192710-98193646,0.6050988,-0.00087087107,0.004439321,-0.20894228,-0.05471539,-0.48259,0.21985728,-0.016587142,-0.19531405,-0.29825124,-0.009441585,0.15562764,-0.17989671,0.24620444,-0.00092460413,0.061100274,-0.085225806
chr11-98354117-98354796,1.4484934,0.03612091,-0.22167209,-0.5490171,-0.7444764,-0.618058,0.14559525,0.038657784,0.019238185,-0.6939655,0.062341936,0.47282055,-1.2401865,0.84555185,-0.010700372,0.21064472,-0.5247899
chr11-98773535-98774437,0.34393096,1.4962164e-05,0.0018091626,-0.025542684,0.21205069,-0.20640442,-0.2190816,-0.0013942239,-0.014186524,0.41548964,-0.005909997,-0.11009161,0.32653144,-0.032707654,-0.0010924358,-0.17331791,-0.10491068
chr11-100319568-100320241,-0.14282614,0.000322842,-8.5979e-05,0.033786107,0.1689201,0.4274377,-0.108788714,-0.029898118,-0.027800664,0.07420863,-0.053407606,0.20178092,-0.53905314,-0.027602505,0.0018425977,0.014502567,0.4390227
chr11-100414143-100415042,-1.1339282,-0.016911179,0.023215044,0.51148516,0.3423192,0.33672467,-0.022453558,-0.017270518,0.0011381607,0.58818966,-0.029119136,-0.43203264,0.4709679,-0.7282392,0.012285773,-0.46506742,-0.42498744
chr11-100545146-100546014,-1.1159227,-0.012188061,-0.01721561,-0.07475081,0.12584512,-0.41233966,0.28777274,0.21918938,0.44550252,0.22837311,0.0097711785,0.0036707746,-0.38572705,-0.45148855,0.009965949,-0.20880008,0.29618123
chr11-100574721-100575505,-0.21171454,0.00023700668,-0.0012317033,0.18100107,0.14986162,-0.026145168,-0.07187381,0.0029369306,-0.011133433,0.06951205,-0.0013283935,0.06130647,0.22056575,-0.03697997,-0.00030110325,-0.038621217,0.009362544
chr11-100622504-100623405,0.0024325773,0.00010918033,-0.00077133474,-0.089639306,0.0012279114,0.050801154,-0.01394927,0.00069523935,0.0012518844,-0.04224422,-0.00029965557,0.026775716,0.01645647,-0.00612393,-0.0001926288,0.0012913919,0.016320134
chr11-100860067-100860898,-0.7116019,-0.003604421,-0.0013454878,0.6261314,0.010344015,0.41569537,-0.21042602,-0.028192284,0.12876171,0.68008757,-0.045167007,-0.26783156,0.728071,-0.6754333,-0.024291525,-0.20599446,-0.32224035
chr11-101059908-101060817,-0.9322517,-0.0010219666,0.06898478,-0.026992843,-0.6710233,-0.341383,0.29562074,0.056602947,0.16521636,0.39464933,0.0061038937,-0.08663587,-0.71567225,-0.11310757,0.0037319919,0.03238807,-0.002970443
chr11-101173450-101174338,-0.3880583,-0.0009106821,-0.0017769802,0.49486402,-0.19403657,0.1793793,-0.06136387,0.002981929,0.01588636,0.5686409,0.0024706179,0.00121358,0.045456614,-0.13714741,0.0025060156,-0.054245736,-0.022611955
chr11-101245880-101246794,-0.5414711,-0.011198123,0.0056964285,0.52318406,0.18642831,0.38544744,-0.15902027,-0.015796717,0.029904833,0.92096686,-0.008852452,-0.28318152,0.38234198,-0.35793486,-0.0080215745,-0.3336887,-0.3515186
chr11-101465733-101466536,-0.45662516,-0.004375965,0.0005425487,0.13245796,0.26630384,0.05172635,0.13537976,-0.0070923027,-0.012319515,0.28521922,0.0022880705,-0.23321523,-0.05273471,-0.11367177,-0.00015381865,-0.01141941,0.19237582
chr11-101784822-101785613,0.53779054,-0.0018629859,-0.009594599,0.38062504,0.0022856425,-0.3866579,0.002153002,-0.005347232,-0.07506746,-0.24412614,-0.023764914,-0.26620096,0.6870477,0.12991537,-0.0025059755,-0.032825902,0.07966357
chr11-101984288-101985022,-0.35978597,-0.0002617559,8.513509e-06,-0.059509583,-0.13822602,0.0063702776,0.00811647,0.007497392,0.016177746,0.4512522,0.0008111057,0.03650855,-0.15520917,-0.07689345,-0.00020676946,-0.02783706,0.00807559
chr11-102308739-102309637,-0.37004212,0.0007860804,0.00070216646,0.015503704,-0.07349819,0.06900949,-0.016766515,0.0034344085,0.0056048613,0.023908209,0.0051284046,-0.08805632,0.07879394,-0.04424663,0.00023921955,-0.0038398132,-0.013958565
chr11-102316378-102317283,0.1186712,-2.431103e-05,0.00026504326,-0.0019464517,-0.14800014,0.08147479,-0.029794954,-0.0059649292,0.007424768,-0.009195131,0.0042682765,0.21954228,-0.15935092,-0.0010694286,-5.626873e-05,-0.053647757,0.040697236
chr11-102318794-102319740,-0.1433937,-2.5018438e-05,-0.00029994934,0.06643366,0.11243732,0.017349586,0.035841785,-0.0015714731,-0.005069997,0.0070330524,-0.0007871763,-0.032497916,0.23691577,-0.017190319,-0.00024151416,0.009071718,-0.062679276
chr11-102407035-102407813,-1.0401706,-0.0068037603,-0.002713834,0.17950618,0.20455219,0.23869772,0.11708132,0.024445398,0.06949624,0.38280115,-0.024271911,-0.10072826,0.20987904,-0.35963646,0.0007426656,-0.0034103927,-0.19070865
chr11-103362834-103363648,0.6977727,-0.00119619,-0.041278403,-0.59861314,-0.2667671,-0.030090641,0.13570909,0.032073364,-0.022747682,0.38337517,-0.020607423,0.13087615,-0.72270334,0.25654525,0.004111202,-0.08653718,0.15898062
chr11-104550085-104550961,0.21588989,-0.00032264926,-0.002579686,-0.040917225,0.050708424,-0.009738862,-0.07037121,0.00034742698,-0.0038012054,0.24012265,0.00083043054,0.123187356,-0.2718831,0.02036613,-8.320969e-05,0.018370083,-0.07849399
chr11-106083931-106084799,-0.026738543,0.0010454144,-0.00072877906,-0.047552805,0.089925624,0.21233521,-0.22702146,-0.0025501987,0.0041203112,0.35483673,-0.0147750005,0.2936635,-0.27145332,-0.084193066,0.00079299416,-0.02798608,-0.024065183
chr11-106999146-106999964,-0.35898563,7.3498227e-06,-0.00044852286,-0.13771597,0.057694487,-0.3338537,0.05139765,0.0082386555,0.06356108,0.194451,0.0068393704,-0.11047959,-0.27643996,0.02896637,-2.1571646e-05,0.024492329,-0.13103707
chr11-107547392-107548273,-0.34467363,-0.0006838397,-0.0016725953,-0.21455826,-0.11715748,-0.034954987,0.19258,0.008285256,0.013410059,-0.09962619,0.011104283,-0.21421401,-0.09276556,-0.010996577,0.0004618011,0.021428192,-0.010487218
chr11-109011397-109012317,-0.0022628605,0.045215853,-0.15825318,-0.928217,-0.15915179,0.5369856,-0.3490805,0.24104495,0.11181826,-0.09109801,-0.16756429,0.6575234,-0.82258606,-0.30939174,-0.025036965,0.26419473,0.40322337
chr11-109331038-109331937,0.3690787,-0.0025739414,-0.0074623623,-0.014388988,-0.6742396,0.20042421,0.0063287495,0.0023020857,0.039265122,0.1661211,-0.0017414308,0.014266522,-0.77193797,0.12188745,-0.0030952515,0.028482977,0.13114916
chr11-109425436-109426321,-0.25836444,-0.0025497475,0.0064388243,0.14545093,0.21016689,0.3815592,-0.34371826,0.005888601,-0.022373041,0.40018594,-0.07256576,-0.52472705,0.39852723,-0.025913648,-0.00081375317,-0.13836518,-0.16171636
chr11-109611216-109612145,-0.24490432,-0.00021962138,-0.00322003,-0.0005824129,0.12283663,-0.1200215,-0.102680914,0.006916447,0.16515186,0.3782122,-0.015001668,0.020842427,0.12165954,-0.16024756,-0.000946538,0.028895,0.04464083
chr11-115233376-115234227,-0.047371052,0.0024908392,0.003225188,0.79245394,-0.24216619,-0.08228249,-0.6285094,-0.031521734,-0.019144641,-0.16761714,-0.040270723,-0.30794206,1.3159482,-0.28039962,-0.0012282202,-0.25031692,0.22293676
chr11-115282314-115283214,-0.36371887,-0.11510873,-0.07439931,0.6782201,0.87843245,0.2516042,-0.2848674,-0.6483846,-0.61412746,-0.1845692,-0.23550862,0.18005867,1.5886859,-0.77577174,-0.078559354,-0.35908118,-0.04570457
