,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 5
Ccnd1,0.050648227,0.092302464,-0.09176688,-0.10150243
Tpcn2,-0.006336026,-0.2016631,-0.029587116,-0.02018145
Zfp358,0.09351105,-0.10147744,0.03840556,-0.061890803
Pnpla6,-0.043795742,-0.031101532,-0.05273251,0.08210687
Stxbp2,0.039883703,-0.122106776,-0.07334497,0.1385787
Cd209a,0.050775416,-0.031111123,-0.060646173,0.012752639
Efnb2,-0.082448415,-0.13738747,0.02031332,-0.030256033
Irs2,0.048302785,-0.012337349,-0.038435943,0.058089122
Rab20,-0.10273196,0.0748433,-0.025087733,0.06444489
Champ1,-0.07711688,0.023593768,0.121272124,-0.14676848
Cln8,0.11389456,-0.072363116,-0.12839824,0.18776453
Kbtbd11,-0.09051242,0.15259695,-0.0040653185,-0.062051453
Alg11,-0.050257813,0.12412572,-0.021287126,-0.010081495
Slc20a2,-0.0664072,-0.012445902,0.064913385,-0.032467227
Ikbkb,0.040369637,-0.045457676,-0.070879646,-0.005813334
Ap3m2,0.045711137,-0.019764109,-0.057950594,-0.060270984
Kat6a,-0.12295319,0.102901146,0.06467982,-0.05502485
Tm2d2,-0.004733868,0.022702077,0.033361588,-0.19349302
Nsd3,-0.024942879,-0.05275056,-0.03863714,-0.06839861
Plpp5,0.03411061,-0.045845494,-0.04551934,-0.00024501607
Ddhd2,-0.12700027,0.094213486,0.09718764,-0.114218086
Ash2l,-0.008758128,-0.013358127,-0.007936966,0.05002435
Fnta,0.053467978,0.08795377,0.067516446,-0.08053273
Rnf170,-0.08786254,0.09523417,-0.012448491,0.02744726
Zfp703,0.0861626,-0.0480319,-0.20415416,0.1795515
Plpbp,-0.071141005,-0.13810308,0.086449996,-0.0120469
Rnf122,-0.08533476,0.0053000194,0.10137523,0.03257702
Ppp2cb,0.04718235,-0.023597104,-0.008517068,0.061518088
Gsr,-0.07462268,0.0252197,0.028558716,0.038994975
Rbpms,0.114039704,-0.20572095,-0.0025223903,-0.022704612
Leprotl1,0.08151837,0.17211793,-0.07174493,-0.0242402
Saraf,-0.055041358,0.26303115,-0.05638243,0.1192783
Eri1,-0.07062612,0.08886664,0.16047144,-0.11178093
Mfhas1,-0.03966184,-0.066210866,0.043855984,-0.0023014247
Asah1,-0.044378787,0.13874574,0.009554798,0.0007254677
Frg1,-0.011574622,0.060496733,-0.082010135,0.07290178
Cyp4v3,-0.11991431,0.014444429,0.0074451,-0.08137801
Slc25a4,-0.07866837,0.15126182,0.070154704,0.09069608
Irf2,-0.07855613,-0.012509969,0.09679115,0.053585894
Trappc11,-0.010038085,-0.039121818,0.0032817712,0.0061007766
Rwdd4a,-0.0012452593,-0.048295002,-0.020553652,-0.030941663
Hmgb2,-0.08760599,0.028757848,0.020726742,0.21233858
Msmo1,-0.06425635,-0.12358254,0.0007996524,3.8387254e-05
Ints10,-0.08260326,0.0042086947,0.015388859,-0.029492022
Lpl,-0.06997492,0.2093888,-0.012126796,-0.09570925
Gatad2a,-0.15334234,0.124706484,-0.0031080826,0.03597228
Mau2,-0.06450504,0.052668482,0.11725453,-0.03422317
Sugp1,0.07954584,-0.027146544,-0.034881234,-0.021269511
Cope,-0.042049862,0.05728577,-0.012479711,0.030513115
Rex1bd,-0.05647452,-0.041588992,0.13304174,-0.10495591
Uba52,0.024438184,0.034698676,0.2068508,-0.07465524
Kxd1,0.053634774,0.11613628,0.034918908,-0.05463279
Isyna1,-0.07167596,0.014241453,0.06000092,0.049639717
Lsm4,-0.03159932,0.004311675,0.12629399,0.0013636709
Jund,-0.0064999238,-0.07710272,-0.016839229,0.047137767
Ifi30,0.05556968,0.00042763184,-0.0040747095,-0.029027177
Pik3r2,-0.042699285,-0.049819354,0.011346649,0.008464461
2010320M18Rik,0.10465045,-0.1045586,-0.07759482,-0.123540826
Map1s,-0.032544926,0.027418008,0.017592983,-0.07728712
Haus8,-0.04274833,-0.02825877,0.051035225,-0.015001042
Use1,-0.059936393,0.074801356,0.16480912,-0.078456685
Nr2f6,0.03834621,-0.07389307,-0.11072728,-0.11116163
Dda1,-0.01882855,0.07557663,0.08528473,0.021623157
Mvb12a,0.016334504,-0.12379643,-0.10272264,-0.08836276
Fam129c,-0.049382422,-0.14031953,0.039716765,0.017705636
Jak3,0.060960867,-0.07018162,-0.026969584,0.02600442
Zfp961,-0.034958538,-0.0603382,0.09802839,0.026243547
Cyp4f18,-0.08164915,-0.16319437,0.037021037,-0.0798244
Rab8a,-0.045999628,0.06738638,0.01524476,0.037388682
Hsh2d,-0.07874113,-0.042347327,0.12201798,-0.050862283
Cherp,-0.1142559,0.030233193,-0.024219228,0.0034495865
Slc35e1,-0.09250292,-0.0031962518,0.08548668,-0.22494972
Smim7,-0.012641186,-0.016362984,0.0052814735,0.011192061
Mcm5,-0.04881405,-0.0327815,0.0070249867,0.09022368
Tmem184c,0.011874663,-0.030800195,-0.025326982,0.053604547
Inpp4b,0.00506367,0.11582337,-0.091619834,0.04176587
Rnf150,0.0027895719,0.07824829,-0.035034455,-0.046735443
Tbc1d9,0.021195712,0.085349254,-0.004488727,-0.11180533
Dnajb1,0.13024332,-0.044274613,-0.05776527,-0.0047227247
Pkn1,0.08710793,-0.008773514,-0.0068934443,-0.11346376
Adgre5,-0.024536982,0.04896643,0.02910014,-0.038336884
Adgrl1,-0.087828994,0.24929127,-0.037579775,-0.012471141
Il27ra,-0.09914941,0.27994967,0.029971354,-0.063933015
D8Ertd738e,-0.03657031,0.11449196,0.081945315,-0.015721625
Mri1,0.062284928,-0.003835381,0.03255775,0.044878237
Ier2,-0.091494516,0.1641323,0.10149872,-0.07864226
Nfix,-0.05608188,-0.044539195,0.07681433,-0.03563464
Gadd45gip1,-0.093841,0.15157618,0.10992579,-0.16677101
Klf1,-0.12700926,-0.12995464,-0.60016286,0.93603504
Dnase2a,-0.009207673,-0.04724663,0.004405423,-0.031194905
Prdx2,0.1182149,-0.18988436,-0.3783043,0.63644785
Man2b1,-0.021599246,0.0481182,-0.04410196,0.023844907
Lonp2,-0.009238638,0.062060066,-0.06681386,0.014035296
N4bp1,-0.037783965,0.06761169,0.043064486,0.016266063
Cnep1r1,-0.12886013,-0.07635318,-0.0021742438,0.016859893
Heatr3,-0.0010331981,0.097150855,0.18275934,-0.24643677
Tent4b,-0.02187346,0.091422334,0.036850676,-0.036457576
Adcy7,-0.177892,0.077734694,0.115703434,-0.026003646
Lpcat2,-0.12704736,-0.048738785,0.22855482,-0.10299857
Ccl22,-0.06581454,0.5117295,-0.048031054,-0.2867989
Ciapin1,0.058214787,-0.036114894,-0.09780517,0.12499348
Coq9,0.15041053,-0.020569224,-0.01615458,-0.08582638
Usb1,-0.048875965,0.022308817,0.09738992,-0.051724464
Csnk2a2,-0.018910687,0.08028123,0.0047313636,0.07435074
Cnot1,-0.0118092345,0.10066954,-0.0064579565,-0.055877052
Got2,-0.15185899,0.13615023,0.22860883,-0.13967595
Cdh5,0.06475878,-0.17919521,-0.12678622,0.08010114
Cklf,-0.0055898586,-0.12860738,-0.05844488,0.08392609
Cmtm3,-0.038726453,-0.13170923,0.0031036846,-0.028920732
Dync1li2,-0.04964282,-0.033049196,0.037728257,0.042118285
Cbfb,0.04848809,0.029339613,-0.044627726,0.0055545345
Tradd,0.042711847,-0.010056201,0.038092196,-0.07639927
Tmem208,0.054201335,-0.06824629,-0.078467265,-0.027276818
Ctcf,0.015294629,-0.058196828,0.06573962,0.004425379
Acd,-0.07445945,0.0617416,0.15567152,-0.102273256
Psmb10,0.061900992,0.010422125,-0.026624948,-0.045761287
Ddx28,0.029942065,-0.022125918,0.036012027,-0.08805982
Nfatc3,-0.0104407985,0.014784205,-0.024823487,0.045301568
Pla2g15,-0.025235832,-0.053364843,-0.06778141,0.07000408
Vps4a,0.03956265,-0.08779622,-0.08493365,0.018007591
Cog8,-0.0018674606,-0.1274514,0.015951531,-0.0068788202
Nip7,-0.14783539,0.008830922,0.0732227,-0.07102577
Terf2,0.057170577,0.04101727,-0.09099392,0.028803622
Nob1,-0.1272753,0.033247415,-0.051933445,0.040940184
Psmd7,0.036998637,0.0408834,0.15105377,-0.031749412
Dhx38,-0.052993037,0.09266947,0.07820681,-0.16265495
Zfp821,-0.08187718,-0.07307266,0.053416304,0.032778166
Ap1g1,-0.14393352,0.06821664,0.12308625,-0.2164407
Vac14,-0.1252988,-0.018026,0.14682901,-0.08938885
Il34,-0.024577847,-0.025589494,-0.21043763,0.15961374
Aars,-0.16910881,0.19763327,0.04445079,-0.06620971
Glg1,-0.3393448,0.3621144,0.31419808,-0.3268914
Rfwd3,-0.11550374,-0.077929385,0.038412623,0.08831592
Znrf1,0.06549613,0.18350883,-0.070317194,-0.050939728
Gabarapl2,0.041775867,0.031184405,-0.08608505,0.1488112
Kars,0.054257955,-0.047308322,0.05005539,-0.14532267
Mphosph6,-0.07801852,-0.0361546,0.12304807,-0.09261669
Hsbp1,0.0040021883,0.017435385,-0.035472356,0.049075097
Cotl1,0.006855746,-0.02760404,0.066468515,-0.040861793
Klhl36,-0.04286454,0.04871967,0.121259674,-0.050600648
Usp10,-0.0864152,0.093862176,-0.0007389216,0.062134422
Cox4i1,0.11597801,-0.027458873,-0.03324262,0.006664605
Irf8,0.16734163,-0.11277199,-0.023312291,-0.041149773
Fbxo31,0.047781132,0.082545444,0.061741266,-0.074346915
Klhdc4,0.026221218,-0.038236894,0.011008531,-0.0743118
Banp,-0.018348008,-0.04201365,0.030780047,0.00089857355
Zfpm1,-0.032145508,-0.15381974,-0.108372256,0.4515445
Cyba,0.06117522,-0.024895255,-0.01322785,-0.0021243682
Ctu2,-0.056184284,-0.0013740392,-0.11688688,-0.04473994
Piezo1,-0.13178308,0.0018706849,0.057670143,-0.0002661841
Aprt,-0.052004352,0.045178127,0.10035082,-0.028807066
Galns,-0.039103158,-0.109062344,0.0758424,-0.028739192
Trappc2l,-0.04585504,-0.120165326,0.018676763,-0.034041293
Cbfa2t3,-0.13153379,-0.013643742,0.12526841,-0.03197451
Ankrd11,-0.017514322,-0.025638403,0.034255356,-0.04607925
Chmp1a,0.047639567,-0.008891714,-0.1753461,-0.02040179
Fanca,-0.010296475,-0.1273833,0.07727554,-0.064680204
2310022B05Rik,0.024056904,0.006883274,-0.062305994,0.04809334
Gnpat,0.054137334,-0.04470362,-0.081744336,0.0029264893
Rbm34,0.05353228,-0.07171132,-0.111822456,0.10822183
Itgb1,0.07024147,-0.007329452,-0.1323813,0.036969975
Birc3,0.05938907,0.017508607,0.040781293,-0.06605628
Yap1,0.13895178,-0.15361963,-0.11870604,0.073707946
Mtmr2,0.051015787,-0.008984147,-0.02857452,0.0399735
Sesn3,-0.014705729,0.01960543,0.003370849,0.011087958
Amotl1,0.010988681,-0.16475879,-0.0739227,0.05868309
Ankrd49,0.062147513,-0.0906247,-0.028392823,0.07278874
Izumo1r,-0.28541446,0.45712,0.05944057,-0.25558114
Med17,-0.015047312,-0.0017141072,0.0020126663,0.029719017
Taf1d,-0.1263808,0.19305077,0.2740566,-0.3034547
Cep295,0.012160924,-0.008755025,-0.02159705,0.04545744
Eif3g,-0.057496008,0.120269574,0.09211297,-0.14390329
Icam4,-0.06684012,-0.16097192,-0.208545,0.56825256
Kri1,0.13205162,0.03846611,0.0052716043,-0.014127814
Cdkn2d,0.043329272,-0.021029111,-0.16600788,0.25865096
Qtrt1,-0.18225895,0.04015368,-0.07465502,0.03940952
Carm1,-0.06213533,-0.12667784,0.03343141,-0.07564462
Yipf2,-0.06020461,0.021300597,0.11004274,-0.15792106
Smarca4,0.011091666,0.0020785911,0.087536424,-0.06582432
Ldlr,-0.071459375,-0.004156736,-0.033456266,0.14760683
Zfp653,0.053092312,-0.080515124,-0.051169973,0.00031367026
Pigyl,0.0054298844,0.06056302,0.11084229,-0.12847918
Zfp809,0.028559234,-0.035643376,0.053888626,0.013925113
Herpud2,-0.05173419,-0.05746971,-0.045140244,-0.012345795
Vps26b,-0.015128561,-0.0814897,0.015858436,-0.03576002
Snx19,-0.013322868,-0.14014219,-0.0027636443,-0.033413917
Ets1,0.057143796,-0.06862744,-0.03033101,-0.06824383
St3gal4,-0.09503529,0.0689871,-0.10059108,0.020643521
Srpr,0.01741871,0.16477448,0.11526731,-0.19602768
Foxred1,-0.17069256,0.21118481,0.054673716,0.018656231
Fam118b,-0.07738232,-0.056173246,0.023674788,-0.041413803
Cdon,-0.0037223385,0.04711509,-0.08565198,-0.057463687
Slc37a2,-0.02643222,-0.0010398503,-0.04148701,-0.01268642
Msantd2,0.058896992,-0.04654908,-0.0038444572,0.10876557
Nrgn,0.0023422781,-0.24896827,-0.20258509,0.2137493
Gramd1b,0.081832044,0.09230853,-0.08022129,-0.11444911
Hspa8,0.12905921,0.004543559,-0.014209433,-0.049416125
Sorl1,0.1541157,-0.12741107,0.052379616,-0.09383691
Sc5d,0.08650908,0.08313683,-0.058175564,-0.16399604
Nectin1,0.04288961,0.13942951,-0.10795012,-0.10762724
Thy1,-0.019334635,0.37080523,-0.2585342,-0.027948823
C2cd2l,-0.040853836,0.017517816,-0.01252332,0.10384095
Hmbs,-0.031416535,-0.2619268,-0.50014406,0.8144003
Trappc4,0.07732411,0.059818804,0.11195851,0.0073219445
Cxcr5,0.0774105,-0.049436502,0.2505254,-0.12142058
Ube4a,-0.09075317,0.06951097,0.16193575,-0.08281464
Cd3g,-0.004820451,0.5174426,-0.10426134,-0.18719241
Cd3d,0.008708983,0.3926624,-0.14381102,-0.12991597
Cd3e,0.0816395,0.3797512,-0.1856083,-0.13732678
Jaml,-0.08343795,0.10162955,-0.03184901,-0.049325515
Il10ra,-0.03542951,-0.20994487,-0.098659,0.120928064
Cep164,-0.040684253,0.0603249,0.018948993,-0.011198905
Gm16536,-0.062767155,0.0040909885,-0.024132838,-0.011760269
Tagln,0.019934202,-0.07499098,-0.41296187,0.45808405
Sik3,0.05250243,-0.09050948,-0.06772121,0.06397748
Cadm1,-0.05813952,-0.119501844,-0.233366,0.29071575
Il18,0.05924045,-0.18531327,-0.044049777,0.12287942
Nkapd1,-0.123541236,-0.06130512,0.038176052,0.11638597
Alg9,-0.026124839,0.058316797,-0.07972435,0.082471505
Poglut3,-0.009403957,0.034343753,-0.027529791,0.07446362
Acat1,-0.025821367,0.04727085,0.13369605,-0.08797123
Ireb2,0.00027498533,-0.018883247,-0.023144765,0.051132545
Fbxo22,-0.057750862,0.12771918,-0.0012626341,0.037687212
Rcn2,-0.02104673,-0.09091873,-0.053152334,0.035706587
Tspan3,0.0028363895,0.22963786,-0.008536589,-0.029683538
Peak1,0.025670806,-0.020538654,-0.11325891,0.09997651
Imp3,-0.008666982,-0.04262934,0.025332516,-0.0005013216
Ptpn9,-0.020015452,-0.04698193,-0.0026081086,0.07674734
Sin3a,0.07400061,-0.084615074,0.03668654,0.0067992806
Man2c1,-0.004428741,0.06237332,-0.036465645,-0.09831473
Cox5a,0.016108144,-0.036665473,-0.042518757,0.031629078
Fam219b,0.024148619,0.0031515085,0.07747443,-0.008012626
Scamp2,-0.029215584,-0.072105534,-0.0009145336,-0.018044034
Csk,0.19707048,-0.14951319,-0.055641457,-0.06119469
Edc3,-0.0032734238,0.08164189,0.05991015,-0.07385379
Sema7a,-0.14606333,0.053009976,0.32545573,-0.2703981
Islr,-0.1833801,0.07812869,0.21939106,-0.10595158
Pml,0.00654519,-0.05622459,-0.027802743,-0.023839938
Stoml1,0.0005629016,-0.02152746,0.015689546,-0.043643013
Loxl1,-0.09159883,-0.03007763,-0.12284641,0.07283303
Hexa,0.14389196,-0.16569528,-0.12162471,0.014065199
Parp6,-0.07539248,0.017410634,0.12531996,-0.1277509
Pkm,-0.07643156,0.08873324,0.08077698,-0.0015254526
Myo9a,-0.07927614,-0.044897657,0.016347231,0.10830288
Tle3,-0.009164442,0.0653779,0.02456059,-0.075799
Anp32a,-0.13962609,0.18808323,0.20058003,-0.21892947
Smad3,-0.078900345,-0.058769688,-0.07082714,0.18791813
Cilp,-0.122265756,0.15958464,0.22737093,-0.23952655
Mtfmt,-0.073804334,-0.0349202,0.0032660102,0.02896412
Ppib,0.036536112,-0.01344985,-0.023214778,-0.0108110495
Herc1,0.052097842,-0.12273226,-0.16229641,0.22138338
Aph1b,-0.021385944,-0.059066676,-0.046954036,0.06445113
Lactb,-0.09589296,-0.00058521517,0.021483686,-0.09391534
Myo1e,0.018185714,-0.17481932,0.06843507,-0.035898183
Ccnb2,-0.05611259,-0.1030623,-0.12628439,0.31613392
Adam10,-0.07029849,0.029084064,0.08749698,-0.013235602
Zfp280d,-0.08234782,-0.17332149,-0.09408546,0.12983403
Nedd4,0.07468863,0.009259229,-0.039823465,0.059962552
Rsl24d1,-0.030273037,-0.07200958,0.0051342025,0.017908702
Tmod3,-0.13634536,0.027942551,0.20599581,-0.040398553
Lrrc1,-0.014564559,0.02144197,-0.010493134,-0.06373091
Gclc,0.04437332,0.19386533,-0.1090194,0.082099244
Mto1,0.00077177025,-0.012040747,-0.0061226413,0.05640959
Eef1a1,0.14904197,0.004087403,-0.0075029945,-0.06436157
Cox7a2,-0.18395467,0.11708422,0.17988607,-0.1293035
Myo6,0.092469215,-0.07498643,-0.030508894,0.0014025569
Bckdhb,0.0067614587,-0.030436827,0.05097744,-0.038640708
Dop1a,-0.15000924,0.11800774,0.058235433,-0.08608194
Cyb5r4,-0.0068964735,0.026200471,0.06318093,-0.10137338
Snhg5,-0.081117116,-0.02072529,0.0039679124,0.009489944
Mthfsl,-0.049985588,0.027764134,-0.056857392,0.03800025
Tmed3,-0.071099,0.0049614175,0.053846214,-0.02522218
Ctsh,0.26726747,-0.12107913,-0.09872212,-0.0067131296
Plscr1,-0.13722621,0.11533924,0.06152933,0.030730492
Dipk2a,-0.03195461,-0.06638574,-0.10057436,0.13966939
U2surp,-0.1613079,0.056284275,0.23074168,-0.14422226
Tfdp2,-0.050226636,-0.27744338,-0.47228682,0.84300846
Rnf7,-0.040457465,0.029117495,0.07695374,-0.041384026
Copb2,0.008628342,-0.006886129,-0.006961208,-0.008583011
Faim,-0.008713933,-0.041942324,0.11761167,0.038681522
Pik3cb,-0.02854212,0.008656818,-0.043373104,0.045423463
Armc8,0.024615169,0.04722691,-0.0059709325,-0.13657731
Nck1,-0.061372638,0.076772675,0.05853243,-0.09892106
Anapc13,-0.05362963,0.1303418,0.16705103,-0.037904944
Trf,0.14625794,-0.2649451,-0.14358269,0.08740904
1300017J02Rik,0.07222621,-0.14610359,-0.13704345,0.15382846
Cdv3,-0.12665908,0.043108255,0.11969464,0.015331592
Bfsp2,0.08897164,-0.086338416,0.09671244,0.049875744
Nudt16,0.0068325913,0.060494814,-0.05061052,0.0027343705
Wdr82,-0.10300149,0.06513885,0.05076423,0.004328901
Alas1,-0.20739026,-0.030840546,0.120305024,-0.022027163
Abhd14b,-0.01782767,0.017464317,0.03687999,-0.02529264
Rad54l2,-0.00044927513,-0.14225003,-0.004369869,-0.02913756
Manf,-0.0051421914,-0.012151459,-0.04169969,0.033267863
Cish,-0.10710012,0.10984539,-0.070839405,-0.009826095
Hyal2,-0.08647895,-0.019209063,0.012462031,-0.017884228
Gnai2,0.17100865,-0.048055645,-0.054275285,-0.029259238
Sema3f,0.08762074,-0.17495517,-0.201746,0.17501977
Rbm5,-0.013957722,-0.057188,-0.022320034,0.012144182
Dag1,-0.053770702,0.005488219,-0.012427844,-0.0038656443
Tcta,-0.06018388,-0.04602364,0.022111949,-0.029814411
Rhoa,0.17432158,-0.10851194,-0.0804627,-0.022175942
Gpx1,0.3247878,-0.21718296,-0.34081668,0.4113207
Klhdc8b,-0.018085955,0.022741359,0.0084789,-0.02128986
Ccdc71,-0.13156159,0.14033632,0.043975852,-0.024463076
Qars,-0.031621292,0.057167165,0.033997405,-0.0969007
Dalrd3,-0.06341727,-0.09794452,0.0065370398,-0.043006577
Wdr6,-0.08810806,-0.01893335,0.00048314407,0.1368967
Prkar2a,-0.100896984,0.06562436,0.06409184,-0.09929335
Uqcrc1,0.03203202,-0.016492207,-0.03128395,-0.043544453
Tma7,-0.057220783,0.0146800615,0.11393728,-0.052773666
Camp,-0.026628118,-0.09651118,-0.35802057,0.48801988
Ngp,0.05234588,-0.18018731,-0.26127836,0.49139372
Als2cl,-0.09994373,0.3375382,-0.043700904,-0.05229133
Clasp2,-0.025425164,0.022480046,-0.06546595,-0.1147728
Dync1li1,0.05646876,0.034072954,-0.008177709,-0.12143427
Cmtm7,-0.16604504,0.08496304,0.2753194,-0.23996146
Gpd1l,0.015025115,-0.051174533,0.044375665,-0.11505039
Stt3b,-0.10997004,0.02784232,0.17903902,-0.1858727
Azi2,-0.04492619,0.047613654,0.11042422,-0.05894023
Vill,-0.023879802,-0.09463531,-0.0022431263,0.03203661
Cx3cr1,0.018952137,-0.052152928,-0.07538373,-0.061395485
Slc25a38,-0.009582542,-0.008077201,-0.08001922,0.19876745
Trak1,-0.14422558,0.11018488,0.021701287,0.00038569607
Sec22c,-0.041724212,0.18894005,0.0051591387,-0.063548826
Ss18l2,0.023713615,0.0140632605,-0.0015042417,-0.03243183
Zfp445,-0.08715601,0.060005516,0.047027554,-0.032028172
Zdhhc3,-0.0763417,0.05716319,-0.019619217,0.04864054
Lars2,-0.017880106,0.015282347,0.06771571,0.07510104
Limd1,-0.08419288,0.10232999,0.09196531,0.06072092
Ccr3,-0.01856009,-0.18787394,-0.2763673,0.3093563
Ccr5,0.06102715,0.04123337,-0.07855183,-0.026509454
Ipcef1,0.0286345,0.24961746,-0.007541729,-0.12709093
Cnksr3,-0.008599838,-0.11028574,-0.052530736,0.054650277
Ppil4,-0.017345846,0.12098782,-0.06331854,0.09196827
Sash1,-0.096093945,-0.028903265,-0.15190193,-0.03959504
Stxbp5,0.0023656124,0.02995298,-0.057010204,0.031966645
Rab32,-0.034629274,0.055801768,-0.0015842654,0.041664414
Fbxo30,-0.020875003,-0.06674916,-0.14896473,0.30940196
Utrn,-0.0193998,0.099610135,-0.037227646,-0.11156769
Stx11,-0.08970615,0.06650851,0.048559476,-0.013201926
Vta1,-0.0296529,0.06826459,-0.0037332121,0.074257545
Heca,-0.08329573,-0.034983378,-0.0862765,0.022918878
Reps1,-0.0917276,0.032590214,0.034915898,0.01543659
Hbs1l,0.089565344,-0.083622165,0.011551281,-0.07350065
Sgk1,-0.033920296,0.099821806,-0.008309947,-0.12681437
Enpp1,-0.056557607,-0.053335845,-0.0008909148,-0.005753647
Med23,-0.09773466,-0.0937068,0.07283637,-0.030629052
Hddc2,0.02302676,0.06394837,0.03600332,-0.051171195
Calhm6,-0.0067027127,0.021479694,-0.055443108,-0.14735922
Tspyl1,-0.08717336,-0.105647035,0.013696852,-0.045325674
Nt5dc1,0.03063715,0.029893044,0.040402617,-0.07555647
Mical1,-0.12864408,0.032897726,0.06056205,-0.13390191
Cep57l1,-0.048794042,-0.030502819,0.07414165,0.005752798
Sesn1,0.15950055,-0.048369452,-0.076092586,-0.049147405
Afg1l,-0.079048194,0.09642506,0.09577357,-0.065449744
Ostm1,0.0064659417,-0.08953986,0.038786247,-0.13839242
1700021F05Rik,-0.011080774,0.05787011,0.062234838,-0.039912455
Rtn4ip1,-0.07659947,-0.0015905683,-0.026191061,0.027018316
Hace1,0.0040606577,-0.057358477,-0.092885375,0.19328137
Ascc3,-0.0021707965,0.037200525,-0.00873477,-0.020194862
Lilrb4a,-0.15680707,-0.013067423,0.1045858,-0.021055736
Gm46224,-0.068550855,-0.025129568,-0.19548765,0.25684264
Nus1,-0.030411758,0.06915157,0.027048837,0.043356307
Man1a,0.078005984,-0.11265973,-0.021646246,-0.09947475
Hsf2,0.036677945,-0.02578269,-0.07856859,0.002747849
Serinc1,-0.017213058,-0.013583198,0.015334001,0.016455492
Smpdl3a,-0.034835592,0.035718862,0.11237383,-0.12275078
Lims1,0.16126138,-0.119990356,-0.11167337,-0.015729818
Micu1,-0.02051352,0.03054031,0.11871181,-0.035056878
Ddit4,0.17372712,-0.015713293,-0.1492848,0.019784434
Ascc1,-0.1202524,0.09207042,-0.0026664585,0.035209045
Chst3,-0.0807018,-0.041812535,0.25305176,-0.20989606
Psap,0.5276123,-0.18663542,-0.35987726,0.118062206
Vsir,0.14823908,0.09008571,-0.28805032,0.14120609
Sgpl1,0.05259298,0.06252748,0.03138727,-0.16094372
Eif4ebp2,0.15323915,-0.10754443,-0.13390009,-0.009003564
Sar1a,-0.027963607,-0.008098759,-0.023233255,0.09463961
Tysnd1,-0.07365624,0.028537633,-0.03282088,-0.019332718
Hk1,0.10105142,-0.004420718,-0.09144211,0.14384508
Srgn,0.14459574,-0.01771661,-0.03411961,-0.019480947
Cdk1,0.08222629,-0.14199032,-0.2899496,0.4906978
Ccdc6,0.04793477,-0.046901524,-0.0440351,0.031569958
Zwint,0.04454157,-0.00411635,-0.058948226,0.15085062
Specc1l,0.124438755,-0.01775472,0.004135385,-0.025504783
Adora2a,-0.013464562,0.2851149,-0.05645199,-0.13299842
Ddt,-0.03489296,0.0034377412,0.10208926,0.041304037
Mif,-0.07206348,0.032838807,0.057383154,-0.07415144
Chchd10,-0.087798595,-0.016906172,0.16202754,-0.08528708
Vpreb3,-0.2390369,-0.062109783,0.38554987,-0.26759487
Prmt2,-0.069811694,-0.120710224,-0.01440879,0.06667734
Pcnt,-0.089564115,0.03810044,-0.016965982,0.0014492413
Mcm3ap,0.017819263,0.0379565,0.020879436,-0.05884228
Col6a1,0.000867269,-0.028825523,-0.10758123,0.13632742
Slc19a1,0.08249357,-0.005340092,-0.049241308,-0.04570505
Fam207a,0.14359051,-0.0658964,-0.10438722,0.017588774
Pttg1ip,0.033600103,-0.101613685,-0.030077089,0.030576747
Ube2g2,-0.08148917,0.006479227,-0.028279444,0.0020823684
Cfap410,0.01818823,0.019459605,0.05529147,0.027851893
Icosl,0.05648724,-0.14274244,-0.033383384,0.021182725
Gatd3a,-0.22598468,0.13595566,0.15602927,-0.0039456207
Agpat3,-0.16358434,0.043365303,0.14087397,-0.056276664
Rrp1,0.095568836,0.025034484,0.0073251817,-0.08985026
Mier2,-0.09296441,0.068298236,-0.055542275,0.023611482
Madcam1,-0.05133845,-0.20405532,0.32563686,-0.14837138
Ptbp1,-0.16615689,0.018283494,0.04917503,0.02761662
Med16,-0.010201067,-0.061102375,-0.019239672,0.011508141
Cnn2,0.11551855,0.14488287,0.08625443,-0.2589236
Atp5d,-0.1939111,0.009886049,0.21245739,-0.12014347
Midn,-0.03559974,-0.023791788,0.08822769,-0.10499499
Cirbp,-0.010277491,-0.023039473,-0.05500649,-0.07895509
1600002K03Rik,-0.0057398574,0.11468859,0.14256051,-0.0897002
Ndufs7,-0.13916788,0.0045005083,0.081085615,-0.049230747
Mex3d,0.022286046,-0.012296704,0.024055123,-0.019777108
Mbd3,-0.082793914,0.023909135,-0.035365917,-0.03860067
Uqcr11,0.0055180127,0.019861707,0.061194953,-0.14333284
Csnk1g2,0.15898867,-0.070576936,-0.107974276,0.009879395
Btbd2,-0.2001303,0.098150276,-0.09634749,0.008984502
Mob3a,0.09872793,0.054915465,-0.0040539335,-0.12126298
Oaz1,0.334795,-0.17133601,-0.21091363,0.14376622
Sppl2b,-0.01761872,-0.1815107,-0.12626812,0.39179322
Gadd45b,-0.08203262,0.20884301,0.10299423,-0.11028642
Map2k2,0.011699343,-0.029644595,0.13330308,-0.14443254
Zbtb7a,-0.0020318888,0.12448246,0.13921095,-0.19851014
Eef2,0.4940414,-0.18088949,-0.2757696,0.05990089
Dapk3,-0.006171347,0.018743858,-0.0481828,-0.08964042
Mrpl54,-0.1334332,0.22181322,0.07940894,-0.028063321
Apba3,-0.037509777,0.026271116,0.093603015,-0.04171776
Hmg20b,-0.10020709,-4.587894e-05,0.04313523,-0.09148648
