,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 6,ATAC private topic 7,ATAC private topic 9
chr12-27338821-27339748,0.12977427,0.22083735,-0.07276167,-0.60257095,0.3862389,-0.63294905,0.009691758,-0.029073227,0.21539727,0.02043122,-0.19196163,0.021403205,0.102022596,0.02041827,-0.15953143
chr12-27342624-27343466,-0.002415068,-0.3175563,-0.03361402,-0.5410524,0.48610246,0.21856165,0.0014139729,0.004449347,0.11861018,-0.0173278,-0.3547007,0.24475366,-0.026482051,-0.1316923,0.13966797
chr12-28635459-28636295,0.0023554224,0.045081183,-0.006642547,-0.13403827,-0.72189206,0.14429289,0.0028962193,0.03517828,0.1012609,0.013757171,-0.04850082,-0.2066285,0.14621526,-6.275742e-05,0.010411161
chr12-28751340-28752206,-0.010626742,-0.16191845,0.0032233389,-0.38653627,0.29223236,0.2612955,0.017964268,0.082768425,-0.4317884,-0.026924301,-0.12497709,0.08803305,-0.05495224,0.28796276,-0.07337926
chr12-29279802-29280722,-0.14338563,-0.035180025,0.04843702,-0.83682203,1.7032089,-1.0175331,-0.092288956,-0.27907836,0.41559413,0.10810944,-0.5382161,-0.35036293,0.111801,0.18707564,-0.13670817
chr12-29527101-29527962,0.018657837,0.011644049,-0.024565231,-1.0182476,0.96005607,-0.54171646,0.010020546,0.09046423,-0.042752307,0.025479838,-0.53592116,-0.040075153,0.22154668,-0.014099318,-0.10459508
chr12-29532879-29533804,-7.641714e-05,-0.030928886,0.04118,-1.1803703,0.6995305,-0.8852551,0.032581292,0.08958021,0.14344303,0.017386807,-0.2944212,0.16744731,0.14218505,0.057072017,-0.027723782
chr12-29534420-29535261,-0.021134544,-0.33940488,0.047410242,-0.7828408,1.1477166,-0.80286396,0.015133638,0.058555666,0.03686123,0.04856062,-0.5411778,-0.055694174,0.14489259,-0.024707919,-0.015932586
chr12-29556758-29557590,-0.047903467,0.22677667,0.26388064,-0.9027763,0.1331402,-0.83029234,0.35736582,0.401505,-0.22783929,-0.04321821,-0.16819067,0.31141055,0.25873485,-0.03159528,-0.09217619
chr12-29872093-29872937,-0.0077653453,0.12681936,0.045925267,-0.89886695,0.9063014,-0.73171484,0.010877579,0.06484602,-0.15279077,0.0015615858,-0.29981825,-0.16113913,0.108249374,-0.0065312814,-0.05321901
chr12-29882784-29883692,0.03729867,-0.24084741,0.034068808,-0.6298163,0.66875345,-0.63301694,0.016866978,0.009726399,-0.18312725,-0.026257941,-0.14813411,-0.05867377,0.074996404,-0.0697873,0.22015172
chr12-31350935-31351773,-0.004319327,-0.100909114,-0.0007229775,0.30512816,-0.8504634,0.36770642,0.005985699,0.03456407,-0.07620098,0.011620714,0.051660407,0.07112383,-0.036607087,-0.04573929,-0.034293212
chr12-33147195-33148068,-0.01859836,-0.4430993,-0.010659984,0.27359337,0.10781061,-0.06953209,-0.004470977,0.014304662,0.17832188,-0.0023535688,0.0317435,0.15120849,0.053291358,0.026200833,-0.0151277855
chr12-35046796-35047605,-0.0033472518,0.25115287,-0.00053109595,0.2027149,-0.35832453,0.12599337,-0.01230916,0.005090624,0.15731655,-0.0027984737,-0.054012816,-0.018565837,-0.028328177,-0.0059893383,0.031170271
chr12-36042047-36042805,0.055909954,0.019027758,-0.008519447,-0.49920785,0.7560576,-0.6533792,-0.0026435305,0.013493725,-0.0398011,-0.0022494728,-0.10354231,0.034904774,0.09296827,-0.14803015,-0.109542124
chr12-36157672-36158413,0.00018034324,0.11112495,-0.010444978,0.14695185,0.31968585,-0.055704787,-0.0033930882,0.0011060284,0.009344269,-0.004588378,-0.102721,-0.18393056,-0.027934063,0.008632274,0.014019219
chr12-40037235-40037863,-0.0057235053,0.2813304,-0.019326726,0.24685468,0.085203975,0.3846589,-0.019209266,-0.026924433,-0.11213606,-0.01946332,0.32987064,0.012449224,-0.014560774,-0.038410053,0.011182886
chr12-40223058-40223412,-0.0036185815,0.121346004,0.015748149,0.40850797,-0.3520178,-0.035326134,-0.00041847737,-0.009955283,-0.19321935,-0.01054256,-0.07883997,0.3334095,0.030151054,-0.01530147,0.0134562915
chr12-40446610-40447429,-0.014550228,-0.17818345,-0.062895484,0.29154742,0.4845923,0.2900561,-0.010458863,-0.024310073,0.09116617,0.0023714008,0.07098216,0.033997763,0.01675279,-0.029623803,-0.007120081
chr12-41485587-41486307,-0.02613344,0.22542262,-0.030254446,-0.26674455,0.34358025,0.07971989,-0.01252014,0.047136184,0.045453683,-0.0044546537,-0.219925,-0.031457406,0.12050267,-0.035268854,-0.012229781
chr12-44209769-44210619,-0.015366032,-0.48116276,0.00973707,0.41610497,-0.05932241,0.382148,-0.00023687036,-0.08218326,0.020225493,-0.00356068,0.22349232,0.03381443,-0.051325265,-0.058416266,0.09547339
chr12-49385061-49385926,0.0002887135,-0.39737043,0.02856947,-0.6940584,0.4572625,0.29229113,0.0009040773,0.0010926459,-0.15826783,0.0068400847,-0.1307643,0.024997726,0.014115412,-0.020634683,0.056731056
chr12-51347812-51348709,0.008095495,-0.052296575,0.0015963283,0.124842055,-0.064879216,0.29280066,0.004124927,-0.031220522,-0.12979472,0.0035839875,0.1077366,-0.040118612,-0.02977399,-0.04179473,0.04625183
chr12-51828948-51829898,-0.0016493257,-0.04474333,-0.008546205,0.3492089,-0.06281084,0.2710427,-0.033128157,-0.05376219,0.15854181,0.008917418,0.17529683,-0.09045972,-0.07528627,-0.07119181,0.089241706
chr12-52005979-52006850,-0.0033233743,-0.21887107,-0.039601065,-0.026045902,0.6861738,0.053090207,0.0011506593,0.028551294,-0.1763443,0.00068032957,0.03300225,-0.27157235,0.10125667,-0.0039537186,-0.058761127
chr12-54695363-54696181,0.0051727714,0.4423933,0.0065758126,0.3907518,-0.8620187,-0.194349,0.014785128,-0.044027958,-0.039439622,0.00875472,0.04205295,0.038941346,-0.043838073,-0.060367998,-0.079207726
chr12-55079846-55080776,-0.089563996,-0.50153214,-0.0006616345,0.24563493,-0.40747753,0.48777476,0.00041041354,0.009153642,0.28270915,-0.0036340533,0.40868577,-0.049152702,0.061975427,-0.008202217,-0.07078493
chr12-55302472-55303400,0.031148082,0.09999145,-0.0029717314,0.35091048,-0.3987909,0.25565392,0.008421363,-0.10748539,-0.24205513,-0.020012435,0.33097008,-0.42424673,-0.051552527,-0.04819362,0.040530518
chr12-55836048-55836864,0.0048036627,-0.25109828,-0.0001077628,0.13982514,-0.0016092826,0.17740542,-0.0013647198,-0.07163984,0.08557153,0.0018163678,-0.012559341,0.005240077,-0.013952308,-0.018712709,-0.019728342
chr12-59130871-59131753,-0.019521147,-0.21961875,-0.010326118,0.29765958,-0.32076237,0.48907578,0.0031517034,-0.011150915,0.05055747,0.0010300584,0.41693443,0.17498246,-0.0455935,0.007901235,-0.0238239
chr12-59219295-59220162,-0.0055536763,-0.06875214,0.016436476,-0.2214865,0.15111318,0.031097379,0.0041906736,-0.16037694,0.30920202,-0.011217728,0.26520273,-0.39735335,-0.046047464,-0.021248262,0.04215379
chr12-64965234-64966092,-0.0015257982,0.17479652,-0.009648677,0.3570117,-0.15797889,0.20121911,-0.0031330907,-0.07421976,-0.011005595,-0.0065738773,0.15938702,0.025088884,-0.017516125,0.030475147,0.025343774
chr12-65073467-65074318,0.0046946937,0.021675188,0.0012101826,0.20137079,-0.5920002,0.20029022,0.0017047896,-0.023003424,-0.0024931955,-0.0016081213,-0.05968989,0.03124396,-0.036429483,0.008851887,-0.036784288
chr12-69168251-69169166,-0.0034478377,-0.029090917,0.00060111244,0.15699913,-0.04641098,0.2954032,0.00022916587,-0.006157486,0.04045006,0.0023187022,0.03426719,-0.09360761,-0.0022261282,-0.03475576,0.0001863812
chr12-69183779-69184568,0.002151548,-0.13649516,-0.0010290666,0.42758062,0.11164827,0.13679081,-0.00040020765,-0.023656933,-0.052729093,-0.003909031,0.13713609,0.048081975,-0.027221732,0.0051701325,0.037751254
chr12-69196983-69197672,0.004975454,-0.601605,0.0039451728,0.29513142,-0.10442182,-0.15171593,-0.0060595744,-0.0072923084,0.117833026,-0.01819457,-0.26180255,0.10647214,0.04313567,-0.024514545,0.11329178
chr12-69681602-69682469,0.0038844082,-0.051873673,-0.0019210252,0.4707433,-0.5659978,0.50067383,-0.0010411071,-0.038531035,-0.008945117,-0.011845034,0.14421368,0.09755719,-0.010613753,-0.029698616,-0.11208713
chr12-69724480-69725401,0.0048869825,-0.051837124,-0.008429752,0.065314434,-0.5204535,0.37866724,0.00705105,0.00096808886,0.0296685,0.0039325114,-0.13967253,0.16548012,-0.027155023,-0.012633442,0.006275437
chr12-69892559-69893373,0.0017237461,-0.033171628,-0.0020995263,0.18581371,-0.37548667,0.44107845,-0.00037308998,-0.0069657927,-0.029661873,0.0022152856,-0.06021245,0.10620206,0.014791484,-0.019814456,-0.022366034
chr12-70937479-70938322,-0.037552055,-0.0916501,0.045573864,0.26801217,0.084596924,0.09777254,-0.003112784,-0.26674512,-0.021020135,-0.0019881288,0.19293109,-0.36995366,-0.001684606,0.16443005,0.02534951
chr12-71015265-71016113,0.0010976135,0.011702741,-7.9010664e-05,0.43169478,-0.3522146,0.0351769,0.0007643423,-0.031250108,-0.12580633,0.005191114,0.05178444,-0.18398885,-0.008950499,0.024832955,0.050774485
chr12-71136361-71137177,0.0006692985,-0.11089061,0.0015123043,0.2510991,-0.12136258,0.14760147,0.003063441,-0.0097817285,-0.21292946,0.0032446831,-0.117696404,0.09556841,-0.027996404,0.010512018,-0.006175029
chr12-72070210-72070772,-0.015515747,-0.105064444,0.054177042,-0.4726569,0.0010266155,0.08754437,0.12986913,0.04808073,-0.45239344,0.013516331,-0.14299728,0.054334167,-0.14653818,-0.08667056,0.039952036
chr12-72535840-72536763,-0.0025082661,-0.21210721,-0.0072062914,0.08365414,0.3523294,0.09256328,0.0011675121,0.00022309678,-0.007562135,0.0029927818,-0.24752565,-0.021755394,-0.003059144,0.013223669,-0.08496171
chr12-73907463-73908303,0.001660956,0.22103556,-0.012041432,0.28829086,-0.17523468,-0.06978389,-0.0013576353,-0.0069119846,0.025773682,0.0027202046,0.049751084,0.020542288,-0.026549608,-0.021448553,-0.012894099
chr12-73997388-73998235,-0.014421077,0.096226655,0.10501417,-1.0536816,0.4617199,-0.8596068,0.033505585,0.25195184,-0.07669828,-0.028990721,-0.6224794,0.4021983,0.15197672,0.35317189,-0.07924817
chr12-75595920-75596842,-0.0051758094,-0.1392975,0.004679676,0.3940394,-0.33709294,0.15380368,-0.008036268,-0.0058953194,0.14760777,0.0025043513,0.52702934,-0.02387635,-0.0023625062,-0.009296277,-0.12896512
chr12-76370068-76370807,-0.00046219683,0.17840973,-0.0063083083,0.31879348,-0.56600004,0.35274294,-0.021586327,0.0019766109,-0.05252724,-0.006793552,0.04763626,0.17710519,-0.002214008,-0.016990103,-0.006038294
chr12-76709766-76710646,-0.0064655514,-0.17978373,-0.008708669,-0.8476862,1.1679759,-0.6983646,-0.01572554,-0.025136082,0.5200717,-0.007369945,-0.22016129,-0.052326698,0.053606875,-0.0382243,-0.08153511
chr12-76821851-76822578,-0.036082383,0.02264455,0.10820344,-0.69586074,0.4916876,-0.8880434,0.06990685,0.06898533,0.15949517,0.042156905,-0.19453254,-0.34975916,0.12760228,-0.0107340105,-0.1831133
chr12-76837203-76838122,-0.0015246534,-0.07756017,0.0070210355,-0.04595925,0.16558038,-0.2561707,0.0033690743,0.0014915215,0.051093593,-0.0023058886,0.10625688,-0.17466654,-0.015136865,0.0016255376,-0.023178266
chr12-77238328-77239214,0.004070582,-0.055133197,-0.014484506,0.107249714,-0.41420788,0.37992585,-0.0024907892,0.0019596298,0.049913038,0.0010016696,-0.047529466,-0.64045453,0.062556505,0.04052761,-0.025817858
chr12-78861307-78862254,0.006990199,-0.008563279,-0.003938733,0.0055562602,-0.41400465,0.3102711,0.002139797,0.0006933905,-0.19370973,-0.009493694,0.1076561,0.026956268,0.021829102,0.00016319865,0.023505948
chr12-80462837-80463747,-0.008062882,0.3952729,-0.047496155,0.34981766,-0.06420508,0.24801661,-0.026434232,0.06865905,-0.2675008,-0.022592667,0.0077548292,-0.2909317,-0.012327995,-0.021970062,0.026423918
chr12-80643586-80644467,0.0025567054,-0.2847393,-0.02746948,0.49009523,-0.15307604,0.28822336,-0.014486196,-0.0093519855,-0.022448895,-0.00053214934,0.13693564,-0.06355425,0.012059416,-0.020009175,-0.053318135
chr12-80945791-80946304,0.015666831,-0.36145,0.00019356205,0.36255214,-0.36474138,-0.034066886,-0.0015811456,-0.019928774,0.113869876,-0.0033611197,0.25662842,0.11134033,0.007692193,-0.007170477,-0.03372521
chr12-82075663-82076523,-0.09823691,-0.29508755,0.124781966,-1.0885856,0.92868775,-0.78051853,0.12992802,0.2344867,0.013796686,0.014312313,-0.40824738,-0.11213554,0.25032732,0.2032733,-0.054025058
chr12-83950382-83951142,-0.003441399,-0.12727001,0.0022728564,-0.008789071,0.15647402,0.09715403,-0.0052170744,-0.0023353111,-0.028801212,-0.013678981,0.16924204,-0.11714019,-0.0032673841,0.07320564,-0.059918236
chr12-84284814-84285730,-0.054970656,0.5044524,-0.22495845,0.7347098,-0.26120955,0.3365246,-0.20415922,-0.44033206,-0.2065463,0.0060813287,0.21024925,0.32912198,-0.121124394,0.042645525,-0.19879012
chr12-84772681-84773612,0.023382977,0.03526815,-0.018838048,0.27805004,-0.34372047,0.36008048,-0.0033066645,-0.05893566,-0.07961631,0.0011756307,0.28156993,0.03878046,-0.089987166,-0.11157024,-0.03448927
chr12-84996009-84996746,-0.018935923,0.2964968,-0.010758925,-0.25642493,0.14341079,-0.041456416,-0.0057507656,0.015265997,0.19038399,0.0032438524,-0.20756608,-0.012740567,-0.0055980813,0.00838834,-0.006614403
chr12-85110432-85111315,-0.0009433643,-0.065155074,-0.0005816536,0.093645945,-0.07240098,0.061996654,-0.0018171554,0.0054079103,0.042546093,0.0015476877,-0.10156234,-0.0054331683,-0.00017360368,0.004025352,-0.017336626
chr12-85150785-85151647,-0.14909388,-0.36481878,-0.009580076,-0.50785166,0.9675344,-0.4721857,0.020206783,0.21733743,0.00021181205,0.01962509,-0.29579696,0.15462092,-0.02141821,-0.010605461,-0.35803452
chr12-86078944-86079661,0.0019485779,-0.25262398,0.0052444534,0.066481665,-0.16937919,0.3480992,0.01209075,-0.027838748,-0.0060228417,-0.0088175,0.06160839,0.023582367,-0.005400306,0.007445712,0.016898824
chr12-86241522-86242337,0.006429441,0.217308,-0.0026186274,0.04007532,-0.80845547,0.2730292,0.0014098596,-0.012190023,-0.022908183,0.0037186746,0.104952395,0.0640613,-0.057284497,0.0149041405,-0.008454089
chr12-86678549-86679300,0.038053907,-0.1200543,0.041051406,-0.0078050606,-1.2907022,0.23016056,0.015974352,-0.011032883,-0.020587482,0.01603711,-0.14698164,0.06745598,-0.073184,-0.06871793,-0.026570072
chr12-87199854-87200581,-0.0039202943,-0.122212395,0.019201182,-0.031087821,0.6703885,-0.034844786,-0.022982903,-0.004379111,0.13512471,0.0017345692,0.06302347,0.064399734,0.025197089,-0.055068243,-0.19884908
chr12-87266036-87266929,0.007817061,-0.15662402,-0.0032867505,0.22228545,-0.6136656,0.44469476,-0.0065290304,-0.019551028,0.010498971,-0.0005860521,0.061099816,-0.13531226,-0.0016932446,-0.007824548,0.036619198
chr12-87471778-87472632,-0.0021389613,-0.06471138,-0.0098477295,0.47602272,0.044916395,-0.0124300495,-0.00034539244,-0.012630076,-0.06557835,-0.0040594134,0.064276844,-0.016923541,0.023902766,0.015166947,0.019219488
chr12-91589799-91590663,0.0016922767,0.07793825,0.0013909936,0.1353634,-0.41766554,0.25304267,-0.0065202704,0.0007081343,0.12831335,0.00995819,0.0004365328,-0.09209896,0.008177414,-0.054678105,-0.08315644
chr12-98627886-98628744,-0.0055284384,0.11609285,0.050462805,-0.43771055,-0.2015215,-0.3269486,0.050084595,0.16002989,-0.1208856,0.0071117985,-0.08724048,-0.058783326,-0.12879083,-0.04629201,-0.03909074
chr12-98746665-98747510,-0.0008429771,0.22932404,0.0005191201,0.33199465,-0.61420816,-0.105095774,-0.0023030066,0.016767506,-0.009980496,-0.0010045909,0.0649999,0.035856616,-0.03950518,-0.010540605,-0.055470992
chr12-100307523-100308444,0.0006283209,-0.0035271277,-0.011322072,0.038600095,-0.25384513,0.6853255,0.005722639,-0.019237498,-0.16596358,0.013719581,-0.13093999,-0.10167469,-0.07502058,-0.046557054,0.05036677
chr12-100491884-100492724,-0.1591465,-0.38907188,0.097487405,-1.0783681,1.6031363,-0.7848216,-0.0020778624,-0.0075265756,0.32339427,-0.06835575,-0.034914747,-0.18308184,0.24612173,-0.0059801387,-0.09574183
chr12-101957733-101958550,-0.0022466043,0.19129902,-0.009743839,0.058976047,0.009040579,-0.09481255,0.0046852,-0.001184425,-0.110685304,-0.010455885,-0.18923096,0.067211464,-0.000117859,-0.009039089,0.05737956
chr12-101975482-101976370,-0.00468036,0.07902592,-0.005186735,0.094339944,0.2677123,0.27774796,-0.004840471,-0.017368702,0.02952192,-0.004569434,0.003239977,-0.00056033564,-0.007120707,0.028633233,-0.0023218049
chr12-102439318-102440233,0.0028417346,0.23664655,-0.013191401,0.055136655,-0.1655517,0.19166619,-0.0038353654,-0.065360345,0.023970352,-0.0016514052,0.15241027,0.0841801,-0.05628386,-0.016094144,0.075750865
chr12-103531877-103532703,0.019883562,-0.25955814,-0.08557112,0.05776953,0.7814257,-0.22040029,0.002662738,0.00060264696,0.13984293,0.0010441539,-0.057538263,-0.08391302,-0.03023422,-0.12536322,-0.08458579
chr12-104864397-104865316,-0.044256974,-0.44267336,-0.06638523,0.29660663,0.40187147,0.40147194,-0.0053673023,-0.07405376,0.24983375,-0.0057750437,-0.0123989,0.01925489,-0.08843945,0.090905175,0.04565279
chr12-105032212-105033069,0.004943618,-0.13780357,0.0019812328,0.3649391,-0.43047208,0.118244015,-0.0074693197,-0.01337649,0.12312371,-0.0013746708,0.025620962,-0.008944841,-0.05059779,0.00097509223,0.04750068
chr12-108333767-108334683,-0.0030244633,0.07887095,-0.0099256355,0.2966572,0.036831487,-0.12740745,-0.0026527024,0.0037852305,-0.023323745,3.1783944e-05,-0.14888348,0.04823249,-0.014284161,0.005113842,-0.02316775
chr12-108422606-108423532,-0.013473365,-0.18617864,0.0054408694,-0.124726355,-0.028514702,0.4080873,0.00034122507,0.00018137776,0.15004337,0.0100707235,-0.21885847,-0.081726976,-0.024306724,0.041174114,-0.120922945
chr12-108794102-108794962,-0.00722382,-0.30812308,0.014898535,0.3914302,0.191103,0.42974275,-0.00027003695,-0.104495466,-0.23402046,-0.003955353,-0.19867648,-0.045334857,-0.00467239,0.10066287,-0.15570362
chr12-109544639-109545647,0.5433588,0.28480276,0.2703477,-1.3592774,0.053445473,-1.240216,0.6693034,0.661181,-1.0178549,0.3193759,-0.87891954,0.436297,0.023726683,0.17746194,-0.0017601132
chr12-109559049-109559989,0.5584155,-0.17448315,0.4541742,-1.1598613,-0.41414386,-1.3129265,0.897537,0.7023407,-0.6886272,0.77248967,-1.0414786,0.40852052,0.22529416,0.48672292,-0.3473435
chr12-109562578-109563468,0.5400148,0.25303528,0.14036298,-1.2159741,-0.36172625,-1.0879809,0.71899307,0.7504581,-0.68588877,0.22322512,-0.62943566,0.013123916,0.06928259,0.16783786,-0.02967665
chr12-109567560-109568394,0.6165763,0.172258,0.4030704,-1.0792224,-0.8230343,-1.1582363,0.8208607,0.6743854,-0.59127176,0.32735527,-0.6845245,0.27194038,0.17753448,0.019916061,-0.28043458
chr12-110888809-110889741,0.001370107,0.105942965,0.0022787931,-0.15121001,0.09873033,0.11526989,-0.0015886759,-0.0061324188,-0.057375994,-0.003280253,-0.118153535,-0.047511373,-0.008934816,-0.005620476,0.008652554
chr12-111038731-111039598,-0.008088753,-0.11324318,-0.012187774,0.07951328,-0.08011438,0.38511512,-0.0034507674,0.012893595,0.016684894,0.001427876,0.12883718,-0.013374702,-0.053484514,0.011053713,-0.11760858
chr12-111725634-111726520,-0.00849042,-0.1746795,0.09112972,-0.5015943,0.4627989,-0.7319416,0.032211676,0.18379816,-0.3409107,-0.0139068365,-0.31100556,-0.04781498,-0.25730038,0.016455222,0.32125616
chr12-111759494-111760080,-0.084997706,-0.40562665,0.1166053,0.47720903,-0.8784882,0.3724223,0.019946327,0.016534828,0.038872495,0.0077107456,-0.12275076,-0.45184854,-0.049975235,0.053956468,0.014702546
chr12-111966438-111967327,0.0065593235,-0.34764057,0.0082551455,0.31429613,-0.02877368,0.25856572,0.0063330797,-0.0013389919,-0.21185122,-0.00085575134,0.10570232,-0.12542929,0.005723303,-0.027683489,-0.009604257
chr12-113000365-113001257,-0.027243478,-0.02915379,-0.019025426,0.6656127,-0.79927015,0.46703038,-0.02387271,-0.03932128,0.30488542,-0.015641486,0.24057254,-0.05400256,-0.11074761,-0.028949546,0.038678598
chr12-113097708-113098545,0.008413965,0.040994294,-0.0034310143,-0.09662641,-0.3217741,0.03537754,0.006035864,0.018794587,-0.052513406,0.0082435245,-0.18596941,-0.030087482,-0.05885874,0.00020722294,-0.014077867
chr12-116404855-116405761,0.055156667,-0.057238445,0.0124829,-0.36976695,-0.048245624,-0.31287825,0.019089207,0.010594432,-0.21946284,-0.015998952,-0.020192403,-0.04738121,-0.063424364,-0.06236182,-0.034654934
chr12-116485460-116486191,0.060127553,0.15773666,0.05993466,-0.9533602,0.34822065,-0.8013757,0.15101956,0.1274354,-0.26383743,0.05131414,-0.5758581,0.080526,0.013408012,-0.12505399,-0.07055787
chr12-117196471-117197382,0.00088092766,-0.20537466,0.014467546,-0.51279485,0.87896305,-0.72309935,0.029361214,0.027356181,-0.081456706,-0.007646429,-0.060088065,-0.110329725,-0.010802621,-0.024180977,0.006209061
chr13-3537640-3538415,0.010440914,0.07225209,-0.015222547,0.42547274,-0.4023972,-0.02409706,-0.009393968,-0.03754257,0.06385425,0.0012824222,0.0015191106,0.022115035,-0.03663061,0.00025766128,0.040218707
chr13-6646959-6647764,-0.05531136,-0.81961036,-0.0070219287,-0.33077437,1.016935,-0.3020251,-0.03477459,-0.013950263,0.53311646,-0.022216525,-0.5237065,-0.4334309,0.14540838,0.19907454,-0.10691306
chr13-8885309-8886246,-0.00037010154,0.004132611,-0.003623517,0.1574729,-0.38990676,0.37124813,0.003967114,-0.0026918314,-0.00847278,0.0018403494,-0.025736164,-0.021869533,-0.020790072,0.017424619,-0.022373404
chr13-8995738-8996667,0.0062798415,-0.14443043,0.0024093555,0.11095318,-0.20032446,-0.19239216,0.012998947,0.0083466,-0.039548896,-0.004993512,-0.2543261,0.013081304,-0.009211472,0.006519747,-0.058019437
chr13-9093385-9094177,-0.0036133102,-0.3096962,-0.006077976,0.49556738,-0.3100112,0.39175564,-0.006789828,0.011209582,0.06508316,0.00456689,0.048506416,0.053721536,-0.04055734,-0.01868779,-0.00011368789
chr13-9763422-9763828,0.0052174157,0.3525163,-0.022262234,-0.06689579,-0.7626256,0.00496888,0.0020449397,0.0034721459,0.41657135,0.024358515,-0.21187563,-0.54546946,-0.11250877,-0.0089042,0.024988627
chr13-12106520-12107271,-0.05337905,0.19053365,0.17164142,-0.9719344,0.60645497,-0.849959,0.08773135,0.23572178,-0.19521344,0.16596769,-0.5730466,-0.030554857,0.17417572,-0.10963256,-0.30560422
chr13-12257681-12258499,0.0005068758,-0.29267642,0.00036137112,0.57875144,-0.39904213,-0.18514767,0.00711962,-0.0050582,-0.05982682,-0.005898352,0.008922121,0.029615114,-0.14969522,0.1335125,-0.0075332476
chr13-12461050-12461940,0.008655539,0.2079363,0.0009499193,0.23318103,-1.0818022,0.36053765,-0.0043257414,-0.054940946,0.12273198,0.008877878,-0.02856497,0.10525092,0.004419286,-0.019725718,-0.02231271
chr13-12565386-12566273,0.026662407,0.57826704,-0.02109585,-0.17216189,0.1514397,-0.15528853,-0.010022553,-0.005932415,0.040336594,0.004122204,-0.18341304,-0.29699227,0.02831174,-0.076541305,-0.030020537
chr13-13953995-13954915,-0.006608493,0.34132245,-0.058524307,0.27632597,0.13251212,0.20958228,-0.075434,-0.036789466,0.036425777,-0.011494634,0.039843045,-0.030867428,0.025284484,0.018708268,0.10911522
chr13-14039074-14039957,0.0001704801,-0.04525941,0.0012173346,-0.052685212,-0.24472928,-0.01879973,0.0010126719,0.0072314055,0.028706603,-0.0028203698,-0.04776789,-0.003236927,0.007406154,-0.0010451486,-0.012828545
chr13-14063032-14063906,5.612167e-05,0.024641821,-0.0012632022,0.21153092,-0.101558685,0.11686598,-0.00026072582,-0.011706326,-0.072124496,0.004841732,-0.024274247,0.06420901,-0.0134604145,-0.002696835,0.0105524445
chr13-14612801-14613677,0.0047721,0.06623718,-0.013429468,0.024711251,-0.4605496,0.39109105,0.00507549,0.03343803,-0.192433,-0.032757986,-0.10650053,0.34615177,-0.023114074,0.022613462,-0.09641917
chr13-17804907-17805797,-0.0039326665,0.043071285,-0.0031049636,0.27277485,0.16097976,0.18516226,-0.006933231,-0.005539898,-0.04485144,0.006967596,-0.11412784,0.14788364,-0.042335186,-0.037217647,0.009642406
chr13-17943767-17944638,-0.0262709,-0.044086993,-0.004736697,0.25611284,0.50061136,-0.051854715,-0.0005115474,-0.01432754,0.19376318,-0.0028763455,-0.2899164,-0.02528045,-0.00445518,0.027745256,-0.014963057
chr13-19395373-19396249,-0.005601985,0.19254369,0.009303638,0.011801382,-0.2531652,0.18935136,-0.00039807806,-0.0036064617,-0.07727636,-0.01146649,-0.022656806,0.13052492,0.016013658,-0.04816639,0.037753135
chr13-20090026-20090705,0.015147576,-0.42681584,-0.43171465,-0.03556841,0.8615808,0.51572615,-0.32136577,-0.2527838,0.35564515,-0.19751075,0.044633225,0.114642546,0.14927904,-0.10288761,0.09430634
chr13-21179649-21180548,-0.0030597372,-0.177025,-0.018402439,0.6036918,-0.23568457,0.41502056,0.0028625727,0.00501905,-0.1618747,-0.0033409763,0.07694097,-0.07763282,0.053443126,-0.10514706,-0.04237352
chr13-21478604-21479480,0.0067355596,-0.05237999,0.039956838,0.28259486,-0.8912974,0.012614396,0.0828409,-0.017582316,-0.19833411,-0.004632857,-0.038147647,-0.19744055,-0.08913566,0.09080474,0.029530955
chr13-21505933-21506853,-0.011142518,-0.21085022,-0.011087319,0.5731818,-0.10547818,0.21667284,-0.007119438,0.014317693,-0.039975397,-0.005781793,-0.006273119,-0.0011777595,-0.012742346,0.0045029866,0.02352892
chr13-21715931-21716802,0.072187394,-0.1898941,0.16350941,-0.06510771,-0.76767826,-0.7590072,0.0955112,0.01736973,0.12380475,0.006530747,-0.059805326,0.2850869,-0.024099797,-0.11403098,-0.1536455
chr13-21753407-21754303,-0.00034051365,0.15179388,-0.0028284183,-0.114789926,-0.44716793,0.029610742,0.0015333911,0.017123746,-0.05218233,-0.0099998955,0.04131865,0.047575846,-0.010292127,-0.0019950639,-0.00448607
chr13-23368710-23369576,0.0039049112,-0.055199303,0.000313125,0.14625566,-0.25280043,-0.28432533,-0.0058738007,0.011693996,0.31818604,-0.0045773056,-0.07882821,-0.008273,0.019440256,-0.18015592,0.06086285
chr13-23445419-23446354,-0.0036650398,-0.15783471,-1.2665315e-05,0.2330781,0.16271198,-0.24511825,0.0032937666,0.00749477,-0.052506793,0.007558929,-0.25204515,-0.027180772,-0.021218078,0.030752063,-0.008124068
chr13-23530774-23531369,-0.006262605,-0.0044961483,-0.0069528,0.011750947,0.26334462,-0.07954242,-0.015794076,-0.024603244,0.05178097,-0.013874194,0.14794253,-0.0124153,0.041045316,-0.06632347,0.255378
