,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 4,ATAC private topic 5,ATAC private topic 6,ATAC private topic 7,ATAC private topic 8,ATAC private topic 9
chr14-21990348-21991150,0.17227496,0.27835336,0.22021855,0.56812996,0.39381918,0.1955884,-0.8211995,-0.6252878,-0.20969242,-0.13409814,-0.091331586,-0.0270283,0.057942543,-0.05172153,-0.06986857,0.019475905,-0.14683054,0.004824913
chr14-21995059-21995958,0.47954914,0.05444555,-0.28341532,0.23394701,0.40695432,-0.02657518,-0.44946942,-0.45495898,-0.047767226,-0.061385635,0.08360248,-0.012886706,-0.008102638,0.006360131,-0.15803716,-0.018565204,-0.14835258,0.013205971
chr14-22019239-22020108,0.20379217,0.19423296,-0.89364743,0.7069689,0.08682202,-0.22568272,-0.24297659,-0.3146386,0.013302381,0.12170186,-0.06110983,0.16308543,-0.21437547,0.02706601,0.011853533,0.12849696,-0.046880793,-0.05487215
chr14-27114323-27115053,-0.09770399,-0.11585404,-0.30282098,0.1773221,-0.3177323,-0.38868564,0.06738325,0.17652965,0.47807536,-0.023554273,0.31491017,-0.14965622,-0.042531412,-0.03366946,0.32360488,-0.14305833,0.22232868,0.022885084
chr14-30626067-30626908,0.20978172,-0.398676,0.15584816,0.20673999,-0.22223625,0.36946023,0.49391344,-0.15007612,-0.5368713,-0.088905305,-0.13610876,0.09149856,0.037345085,-0.17143889,0.13783476,-0.1520972,-0.3781397,0.008889122
chr14-32597115-32597963,0.13079435,-0.37761667,0.0863196,-0.03593806,0.20552087,0.21479134,-0.07437052,-0.2175553,0.014694681,-0.091266915,0.030290345,-0.32212183,-0.025041273,0.22609314,-0.012981906,0.10053458,0.13051465,-0.019465005
chr14-32856549-32857486,-0.30483243,-0.1322473,-0.59745413,0.25549775,-0.19848034,-0.18883146,0.39218804,0.23454969,-0.004637419,0.003213935,0.0447564,-0.09209295,0.062180594,-0.22415341,-0.17986622,0.45306724,0.014383937,0.013367842
chr14-33923206-33924042,0.083539315,-0.20144717,0.2847781,0.06881666,0.3474791,0.21929285,-0.35909167,-0.060727675,-0.2851443,-0.16212302,-0.15385121,0.07330443,0.018769877,-0.013549,0.13207245,0.19604407,-0.5651424,-0.0044902666
chr14-33978412-33979226,0.385181,0.04964241,-0.86263317,0.19459815,0.0618435,-0.6739282,0.22808003,0.042126566,0.33639234,0.27065,-0.013352527,0.15222308,-0.013716716,-0.2581337,-0.12159659,0.061481737,-0.37357488,0.005523983
chr14-34080127-34081011,0.0585806,-0.08649903,-0.18851626,0.4896144,-0.33857322,-0.013397115,-0.23712848,0.109569505,0.22576793,-0.18019605,-0.21045467,-0.17705037,0.057892907,-0.06923729,0.035703804,0.25053862,0.21555337,-0.008569453
chr14-34086552-34087477,0.15384516,0.15452118,0.14115262,0.7902081,-0.4424069,0.058772467,-0.21366915,-0.42258617,-0.05413217,0.026228389,-0.1470581,-0.024959892,0.013500603,-0.07729072,-0.17891955,0.13116561,-0.2721157,0.008303103
chr14-34614781-34615573,0.20943035,-0.5298004,-0.07818519,0.3699773,0.014075559,-0.18579717,0.24064523,-0.00018728842,0.2335453,-0.36159468,0.26109076,0.22646354,-0.08001282,-0.04856304,-0.24488354,-0.027726058,-0.2665253,-0.0003031
chr14-37097817-37098693,-0.3166179,-0.3865712,0.2782897,0.09459437,-0.19322233,0.3943622,-0.5580877,0.05873872,0.4344664,-0.16386965,-0.25322342,-0.26253793,-0.013651576,-0.12984659,-0.113314375,0.075453036,0.63356984,0.03703548
chr14-44858083-44858882,0.043896172,-0.29076642,-0.05361204,0.24760367,-0.4899086,0.034236304,-0.009760991,0.13285628,0.28750277,-0.110638194,0.12292507,-0.030296125,-0.27991727,0.12304833,0.042536408,-0.027650164,0.04302585,-0.033462185
chr14-44859013-44859746,-0.040979076,-0.27529255,0.21875843,0.21976076,-0.38247815,0.13917811,0.12686028,0.23651132,-0.095701985,-0.118560076,0.32034293,-0.0643849,0.043948345,-0.007648501,-0.090259574,-0.12943093,-0.10545903,0.0042471
chr14-46389860-46390666,-0.14972015,0.10558319,-0.2278708,-0.14101534,0.13483642,-0.031360358,0.13074024,-0.23153356,0.37035406,-0.0463987,0.1480754,0.104939096,-0.2974199,-0.08135319,0.18930455,-0.023297843,-0.04875821,0.006076254
chr14-46398065-46398803,0.08846548,-0.089213036,-0.15165277,0.3765706,0.1647943,-0.10324957,0.10402771,-0.06333094,-0.15694201,-0.027931893,0.037111912,-0.08330324,-0.5030864,0.027800215,-0.13453802,0.01607288,-0.12410364,0.014849651
chr14-47373672-47374474,0.28146833,-0.22891341,0.08849456,0.0047106445,-0.43027943,-0.2926474,0.3836666,0.39137524,-0.039137673,-0.33392796,0.24076855,0.17021193,-0.13386472,-0.09374814,-0.1605837,0.025512327,-0.4112701,0.034104746
chr14-48655005-48655830,0.3078626,0.061887395,0.016680937,-0.22104022,-0.09657546,0.17983814,-0.21490364,0.036352135,0.082181886,0.0748949,-0.36852643,-0.23131573,-0.25392544,0.06892657,0.062229663,0.110252656,-0.33491302,0.024262626
chr14-48661946-48662868,0.21485426,-0.40507853,-0.15195362,-0.03658089,0.30629072,-0.06811812,-0.076054275,0.07800014,-0.35327795,0.14879104,-0.087516874,0.119569845,-0.15364046,0.033448596,0.2683503,-0.15227804,-0.5404987,0.006228897
chr14-48665764-48666697,-0.21386285,-0.018433502,0.1822423,-0.22501978,-0.06605628,0.2497495,0.01638922,-0.158143,0.20710014,-0.009090143,0.029534249,-0.027639866,0.078179404,0.002965877,0.115708075,-0.025155386,-0.29071003,0.00054750964
chr14-48709509-48710401,0.30570036,-0.032165054,0.3015534,0.34261382,-0.015078382,-0.15231135,-0.0039628195,-0.15736873,-0.45280346,-0.13352552,-0.36742905,0.036923353,-0.05630617,-0.22954689,0.118066534,0.20417538,0.17204157,-0.011730033
chr14-51737765-51738447,-0.03273697,0.6360133,-0.29194674,0.07524202,0.098519705,0.14205275,0.101283506,-0.5105639,-0.49222058,-0.04032125,0.006530361,-0.3526121,-0.0020753518,0.031468917,-0.14839691,0.34682232,-0.10534238,0.008405374
chr14-54925623-54926473,0.44488353,-0.6119387,-0.43325612,0.22811426,-0.19887954,-0.53182995,-0.11040531,0.28238598,0.57662535,-0.022258325,-0.27803457,-0.07813839,0.14138539,0.54345155,-0.34932142,0.2371067,-0.18659553,-0.18390447
chr14-55520411-55521251,-0.3856474,-0.084348924,0.1096091,-0.40091795,0.43820724,0.20556977,0.39041674,-0.060421806,-0.4810706,0.06385669,0.12217094,0.11387583,-0.14821602,0.02953067,-0.04171178,-0.26041996,-0.36044708,0.021515623
chr14-55762012-55762901,0.06021866,-0.35678065,0.39111894,-0.02061303,-0.06916411,0.39821714,0.30186597,-0.04320156,-0.62440634,0.116456635,0.21679667,0.07526006,-0.2818793,-0.008673651,-0.123997085,-0.096394844,-0.55735505,-0.033924665
chr14-55767542-55768499,0.17697757,0.05821662,-0.016032774,-0.20652984,0.103428446,0.06668185,0.06941586,0.4033793,-0.5989907,-0.063921064,-0.2117435,-0.08283295,-0.24113677,0.15073933,-0.09757231,0.05385655,-0.25410762,0.012840473
chr14-55781041-55781911,0.29070485,0.0041332906,-0.3556135,0.44426018,-0.09662765,-0.15045832,0.31538308,-0.28800604,0.0361138,0.0028528343,0.09718392,0.25858605,-0.2819184,-0.13212073,-0.18968278,0.083951615,-0.3794411,0.004818235
chr14-56364734-56365636,-0.044116154,0.16673443,-0.095398344,-0.14950907,0.15990716,-0.32503358,0.009939479,0.15196565,0.23968452,-0.046719156,-0.14179827,0.07778682,0.20744395,0.053694397,0.0098472675,-0.04003606,-0.10621467,-0.011354152
chr14-57057340-57058180,-0.0054126075,-0.03391036,0.18766592,-0.41025388,0.22536795,0.17139202,0.068905696,0.3209269,-0.16939303,-0.13688838,-0.23777026,-0.15871257,-0.03211448,0.08598004,-0.11678575,-0.04009387,-0.07396019,-0.0046404796
chr14-57104017-57104895,0.23671095,0.19643238,-0.1684161,0.15742631,-0.10669328,0.15910935,0.09987606,-0.5570021,0.07232744,-0.024491385,-0.013213588,0.14030835,-0.11405228,-0.33521304,-0.05472245,0.13553753,-0.03194423,-0.0113309575
chr14-57133145-57133977,0.20580702,-0.04434227,-0.27838176,-0.32611084,-0.12976499,-0.047633346,0.2400258,0.3885952,0.11710248,0.022574062,0.07967518,0.13914819,-0.064642735,-0.07684051,-0.10430492,0.049445882,-0.22613244,-0.009191416
chr14-59625115-59625898,-0.2805786,-0.19010647,0.16052625,0.17033873,-0.006873948,0.13089718,0.1754697,-0.15101743,-0.029307917,-0.15846261,0.12726933,0.041533194,0.08722961,-0.029747887,-0.10801093,-0.10119162,0.028895948,0.004710348
chr14-60485227-60486116,0.22398114,-0.28388405,0.289604,0.8256432,-0.53300333,-0.22436929,-0.6500478,-0.43445998,0.32544756,-0.28876534,-0.17584942,0.18830787,0.17239341,0.39131078,-0.069853,0.116489105,0.30995256,-0.116972946
chr14-61274582-61275403,0.22085059,0.1708984,0.45843974,-0.063605346,-0.047059808,-0.032727882,-0.3746813,-0.2798333,0.12274697,-0.00610598,0.05672935,-0.18104118,0.12940663,-0.13806526,-0.075259134,-0.34315613,0.16620922,0.020785695
chr14-61688947-61689893,-0.35219973,0.09984591,-0.22977039,0.30915523,0.32480103,-0.7872104,0.2895441,0.3266362,-0.21572162,0.022415658,-0.32818502,0.07392917,-0.2739555,0.11368303,-0.026889484,0.07425493,-0.3280702,0.020194333
chr14-61690366-61691276,0.20439242,0.21629518,-0.32204497,0.2695746,-0.19243732,-0.6975122,0.36447835,0.15531617,-0.14382288,-0.032930955,-0.16549395,-0.26735768,0.13086171,-0.015731605,-0.13671029,0.3958575,-0.10976451,-0.0040108133
chr14-63069383-63070327,0.10852042,-0.36444303,-0.070735246,0.0130670965,-0.12879431,-0.095209524,0.51775706,0.053954314,-0.18600811,-0.044674605,0.24124904,-0.16393274,-0.07373018,0.029268011,0.12408087,-0.14511314,0.056105107,0.006948376
chr14-63236707-63237557,-0.117390916,-0.20003042,-0.015181961,0.2165421,0.10414443,-0.18425858,0.20067473,0.08767711,-0.09613998,-0.008900468,-0.024606843,0.13514556,-0.1399059,0.010432906,-0.087957,-0.1555545,0.15755653,0.002585744
chr14-63240110-63241027,-0.0135972565,0.018409535,0.22461447,-0.104583055,0.4117288,0.10458748,0.116952784,-0.14004424,-0.58526087,-0.012344837,0.22570124,-0.06993421,-0.07610411,0.0021899927,0.2047268,-0.1586413,-0.445813,-0.0013849824
chr14-63244296-63244980,-0.033320397,0.26862362,-0.037957374,-0.16271006,0.17276815,0.3663873,0.12309426,-0.29210308,-0.65339535,0.00866568,0.18500121,0.13820735,-0.15498587,0.031737767,-0.045173474,-0.18154384,-0.21605474,0.016094929
chr14-63255627-63256422,0.3232427,-0.091810904,-0.04329395,0.030687518,0.12675464,0.008873157,-0.22367091,-0.1450834,0.20423391,0.13343123,-0.040152032,-0.15312321,0.057552308,-0.324407,-0.1949326,-0.22695026,0.40864047,-0.027282748
chr14-63268047-63268951,-0.14072789,-0.041205,0.111168526,-0.05750926,0.28193963,0.28392765,-0.20605312,-0.23023377,0.065924935,0.022993427,-0.03807164,-0.0036498904,0.0143910395,-0.023434445,0.07808396,0.08818588,-0.1287225,-0.011078088
chr14-63381688-63382497,0.1510798,-0.029499924,0.10527019,0.14108539,-0.40210903,-0.25946057,0.31701022,-0.27897707,-0.020895857,0.08514105,0.0583476,0.0042663207,-0.03441969,-0.076605305,-0.21172737,0.09837349,-0.2652046,0.0038930879
chr14-63508394-63509204,0.23774023,-0.43968117,0.120058544,0.265965,-0.077736676,-0.17062789,0.0746027,0.0043369895,-0.14025778,0.009280519,-0.08409878,0.0760772,0.1350779,-0.24817672,-0.15800582,0.036030244,0.1273908,0.005789307
chr14-63743295-63744203,-0.5086762,-0.52447426,0.35028008,0.46725756,0.42652416,0.31990492,-0.6810673,-0.8540548,0.7231551,-0.06007621,0.12584402,-0.27675778,-0.20006317,-0.026442334,-0.13197365,-0.44240028,0.5687084,-0.000108122826
chr14-63946101-63946977,0.054034367,0.16410588,-0.3565583,0.34405935,-0.22965926,0.21887818,0.11495703,-0.117765985,-0.42087367,-0.16736546,-0.004751893,0.0018994788,0.14747757,0.43374833,-0.08937316,-0.13112436,-0.6086509,0.004774424
chr14-67271984-67272850,-0.26018938,0.027660567,0.16530861,-0.23038012,0.17122732,0.1826128,-0.1562703,0.2090753,-0.045121938,0.0051143854,-0.03633109,-0.09569902,-0.012795279,-0.0055710566,0.019872436,-0.07830144,0.0010816256,-0.009706509
chr14-67601541-67602362,0.19560911,-0.062712446,-0.23353434,-0.07323346,0.016211636,0.16593601,0.220995,-0.20159407,-0.08200869,-0.08539,0.22355053,0.04313104,-0.36985168,-0.009378378,-0.008104776,-0.010195499,0.13297968,0.0035893794
chr14-67608042-67608882,0.093582675,0.21373767,-0.008268115,0.08953101,-0.029226681,-0.13707519,0.17434339,-0.24437451,-0.11818047,-0.022861121,-0.059771758,0.030205198,0.032228477,0.023265643,-0.04821655,-0.059634443,-0.100341745,0.006178501
chr14-67715468-67716384,0.043777607,-0.15573433,-0.27323332,0.51132053,0.09067797,-0.14979123,-0.007898625,-0.06506872,0.25835225,-0.03971668,0.01894593,-0.06759202,0.07880321,0.059989363,0.010500564,-0.14631493,-0.16386683,-0.0519356
chr14-67932713-67933633,0.23976737,-0.31410602,-0.18116967,-0.12779549,0.07064212,-0.06854709,0.22848184,0.3005748,0.015129814,0.12963404,-0.13872689,-0.23473644,-0.12432164,-0.0722095,0.06561257,0.06901476,-0.4073012,0.0011208109
chr14-68083768-68084481,-0.27310294,-0.49227127,0.34227777,-0.045468517,0.6865268,0.6820718,-0.53677505,-0.4663053,-0.5555913,0.06883726,0.14182706,-0.47153014,-0.09173076,0.07234199,0.28068992,-0.28897378,-0.29045433,0.0026103868
chr14-69171028-69171846,0.13336277,0.07219556,-0.27550828,-0.019998599,0.19782752,0.14378145,-0.20689747,-0.048583645,0.056178972,0.11310263,-0.3638888,-0.38398942,0.04220268,0.087300755,-0.057359803,-0.04199754,0.011824571,0.017660258
chr14-69174487-69175414,-0.2284255,0.09319471,0.321395,-0.6606066,0.19223349,0.27195138,-0.28188607,0.04237965,0.21815507,-0.029770404,0.2052738,0.15123497,-0.20374957,0.0072215954,-0.048697777,-0.26616344,-0.0066324347,-0.0048376652
chr14-69190223-69191160,-0.16645654,0.34791315,-0.032989524,-0.027192242,0.3645396,0.19204782,-0.4174765,-0.17257942,-0.38092667,0.030758243,-0.04713468,-0.088365965,-0.15301853,-0.021740675,0.087720715,0.16481492,0.0075022257,0.008410217
chr14-70177130-70178011,0.18677653,0.1773308,0.019158464,-0.17500252,-0.10253408,0.028493686,0.29369697,0.0056290105,-0.6454034,-0.016519193,-0.22459464,0.049982376,0.014857556,-0.0015171212,-0.049828894,0.073349535,-0.09117874,-0.010129112
chr14-70191589-70192534,0.37714398,0.09153127,-0.61448413,0.4690165,-0.54646486,-0.8773178,0.4977264,0.19246937,0.13023208,0.17631127,-0.084678225,0.22183742,0.12701318,-0.19963674,-0.11327677,-0.07627025,-0.10533435,-0.0114699565
chr14-70889557-70890243,-0.7587517,0.20214827,0.24916519,-0.7048233,0.40872973,0.4335226,0.24469176,0.19332287,-0.5501223,0.022095965,-0.22996879,0.071814254,-0.11580121,0.32209057,-0.40139958,-0.3239886,-0.013829322,0.06858502
chr14-72532047-72532933,0.1499807,-0.84274143,0.052686755,0.21925321,-0.14847751,0.03808775,-0.058228873,0.1353675,0.054684043,-0.13826796,0.24078816,-0.30008668,0.17759204,0.048456967,0.10363947,0.15606639,0.19569668,-0.02791854
chr14-76254746-76255578,0.12576525,-0.6649643,0.2912842,0.043859717,-0.21081838,0.28605747,-0.222578,0.02359284,0.24817191,0.22308417,0.046454,-0.10536673,-0.031783674,-0.105037965,-0.07076896,0.06303628,-0.030199677,-0.042149533
chr14-78307545-78308418,0.069551535,0.21303014,0.051878776,-0.124518424,0.18981308,0.10498007,-0.27727604,-0.22135626,-0.036557883,-0.019683661,0.079612136,-0.42069712,0.10948015,0.007172152,-0.01261464,-0.19539149,0.519625,-0.0015240707
chr14-79770779-79771600,0.14380339,-0.6135967,-0.020813283,-0.006873861,0.09645403,0.02801081,-0.085436255,0.29711765,0.23149092,0.038207024,0.09505296,-0.23304439,0.019173939,0.040688436,-0.1372015,-0.048561953,-0.30035797,0.0025216215
chr14-96518185-96519067,-0.30965292,0.1095196,0.4300338,0.019001149,0.19038233,0.3309898,-0.5123785,-0.04557059,-0.16566283,0.0319134,-0.015420584,0.008091356,-0.052883502,-0.1227927,-0.12889059,-0.17582807,-0.08830884,-0.0013140164
chr14-99298289-99299028,-0.21682416,-0.029434932,0.40036133,-0.7471357,0.34944576,0.5903557,-0.5736207,-0.53544605,0.39073974,0.33656454,0.100375734,-0.30429938,-0.37854558,-0.11289506,0.053830333,-0.10846325,0.17638756,-0.01256996
chr14-101729489-101730360,-0.097128026,-0.10021754,-0.34110656,0.40328446,-0.11503597,-0.1892857,0.2803357,-0.044949092,0.07237962,0.0009850455,0.0069388235,-0.057981174,-0.0049181622,-0.034606438,-0.03479776,0.36577857,-0.11744764,0.00060615665
chr14-103843307-103844216,0.10983998,0.025574638,-0.63373035,0.29460123,-0.65059775,-0.15561123,0.3545077,0.1550215,0.007822608,0.0318357,0.020266699,-0.16621614,0.0035568425,0.00864066,0.16547777,0.0634383,-0.19194014,0.008939893
chr14-104038603-104039488,0.03632608,-0.19096147,-0.0716344,0.38079268,-0.13383321,-0.524321,0.28921112,-0.038449064,-0.08531718,0.035320472,0.18144956,-0.16883682,0.3107409,0.03949847,0.0054921545,-0.11427986,-0.16842735,0.0125703635
chr14-104451882-104452771,-0.25155368,0.3532006,-0.24351363,-0.09919703,-0.25102553,0.08953022,0.30888265,0.0473163,-0.22683382,-0.045796037,-0.2026909,0.29858568,0.11992473,-0.036285333,-0.07479967,0.005415197,-0.52630395,0.032623168
chr14-104460407-104461226,-0.11111349,0.1289939,-0.096071094,-0.4195999,0.18382114,0.055936627,-0.27330104,0.111835845,0.077227734,-0.037377432,-0.050846215,0.33529314,-0.22100398,0.13314857,-0.090759024,-0.0900305,0.2528533,-0.010501385
chr14-104467424-104468278,-0.0058084247,-0.06506181,0.17338428,0.108855866,0.04756485,0.06773636,0.057337236,-0.072359525,-0.19242264,-0.015628383,0.08608958,-0.009395708,-0.12972185,-0.12140891,0.04289065,0.12497556,-0.19919278,-0.0029269035
chr14-104469677-104470419,-0.022957928,0.18068404,0.014314161,0.009561216,0.13529135,0.12052886,-0.06807439,-0.0016457005,-0.19629471,-0.028612766,-0.03850034,-0.023536995,-0.045648877,0.0056653502,0.09367583,-0.029347122,-0.16981116,0.0012333121
chr14-115091943-115092736,0.29895312,-0.39904186,-0.36257765,-0.1798287,-0.09319789,-0.0125440555,0.4986576,0.2892823,-0.025557095,0.016334774,-0.12802581,0.093358025,0.05601168,-0.31129298,0.013789873,-0.122205056,-0.32126883,0.017514411
chr14-118197308-118198212,0.26343533,-0.062441967,0.11660677,0.4210704,-0.27046603,-0.506907,-0.00091062416,-0.212132,0.20525454,-0.011494065,-0.03770877,0.33428654,-0.07132447,-0.13454548,0.019987695,0.33776024,-0.6107597,-0.0073044226
chr14-118414069-118414940,0.31175867,-0.08741686,0.11409955,0.13943462,-0.32305124,-0.35209513,-0.19138974,0.1454725,0.26196602,-0.23746403,0.029432151,-0.048613776,0.007148763,0.25608936,-0.4172254,0.11965088,0.38888335,-0.063067645
chr14-118436895-118437726,-0.015722433,0.07007749,-0.18685986,0.0041796714,0.023181528,0.020930942,-0.038325675,0.010868775,0.13864966,-0.02584071,0.018603023,0.0041855597,-0.023637414,-0.011927529,0.043758295,0.10733475,0.060069893,-0.0031538056
chr14-118591330-118592170,0.0106421895,0.14627466,-0.1526233,0.4537029,-0.4597738,0.10935245,0.035223007,0.069128945,0.023540497,0.002666492,-0.40001768,-0.070564225,7.700781e-05,-0.061379384,-0.0013598318,0.07812051,0.09164048,-0.0050056404
chr14-118767851-118768699,-0.11092416,0.025370454,0.30688167,0.42223185,-0.30741063,0.2395544,-0.06400736,-0.29110965,-0.06993648,-0.008501775,0.17611018,0.28954116,-0.2117802,-0.061865002,0.1872524,-0.16813798,-0.32429025,-0.01966625
chr14-118854809-118855548,-0.06529383,0.06739299,-0.119735315,0.43037888,-0.49357736,-0.13223587,0.12075398,0.13462964,-0.070937365,-0.046893355,-0.16292886,0.2747994,-0.16146642,0.043720245,-0.20842826,0.15916228,-0.42106292,0.019383585
chr14-122223464-122224316,0.12413852,-0.4230769,-0.16405483,0.3157541,-0.51502067,-0.35525835,0.6354678,0.103137575,-0.08298669,-0.33727992,-0.03873596,-4.8480157e-05,0.06543396,-0.046646766,0.06695982,0.021569666,0.08114703,0.033903822
chr14-122403419-122404309,0.40682152,-0.7380713,-0.21734156,0.4358924,-0.75060284,-0.16147594,0.29306632,0.30488506,0.13776076,-0.021647064,-0.22962978,0.08742357,-0.43153784,-0.00025258306,-0.095015235,-0.2328786,0.41303664,0.040553115
chr14-122406373-122407263,0.042672813,-0.63413143,-0.42602903,0.4379834,-0.09313838,0.007409105,0.14724503,0.20786417,-0.15542649,0.074984744,-0.062155757,-0.15892771,-0.023924187,0.008381342,-0.23897482,-0.20374247,0.2291681,0.013463487
chr14-122473543-122474451,0.32307598,-0.59388435,-0.21162874,0.13303106,-0.037595402,0.11906237,0.091578886,0.08776251,-0.032062635,-0.06350445,0.30621287,-0.30815348,0.30291438,-0.052965544,-0.1709841,-0.20903553,-0.03699897,-0.00754702
chr14-122490506-122491365,0.13387296,-0.29096484,-0.18417507,-0.24314031,-0.092969075,0.33274344,-0.07246424,0.20981309,0.117932335,-0.010493766,-0.029014014,0.036177117,-0.030071393,0.01815553,0.003149271,0.017622998,-0.05286312,-0.0019149058
chr14-122982898-122983734,-0.24964328,-0.20173746,-0.012540666,-0.7528111,-0.0507002,0.4751914,0.4163218,0.13196579,0.07011872,0.1881731,-0.14793302,-0.2058172,-0.21281788,-0.25658455,0.1925427,0.07099097,-0.0027229208,-0.0007266104
chr15-6873410-6874203,-0.29815495,0.23802309,0.08902284,0.058109578,-0.29853094,0.014085687,0.21974394,-0.21648975,-0.06350446,0.077750504,-0.20965736,0.0512569,-0.027529111,0.0040441533,-0.36400658,0.046012253,-0.22740403,0.012383502
chr15-7397560-7398387,-0.009883813,-0.0022299513,-0.027170533,0.17577851,-0.14685673,0.04239569,0.050479427,0.0065320935,0.018438077,-0.011595933,0.068740785,0.043578822,0.011029385,-0.014540548,-0.038945798,0.0146793295,-0.39526188,-0.0006880205
chr15-7815250-7816142,0.07230026,0.17280205,-0.1471107,0.44685763,0.2865793,0.11183991,-0.34422472,-0.4492686,-0.28068808,0.11245542,-0.06881371,-0.4107467,0.145635,-0.0948199,-0.057854805,-0.19597976,0.14264688,-0.010508058
chr15-8629053-8629910,0.21045323,0.00088436605,-0.3249091,0.2108846,-0.6721446,-0.23127162,0.39456305,0.25765795,0.061624173,-0.21499531,-0.066045105,0.21263483,0.3157399,-0.4906394,0.45310256,0.17443113,-0.1834998,-0.04702507
chr15-10177568-10178368,-0.008348493,-0.48640525,-0.062931426,0.21560043,-0.031304903,-0.0714897,0.32682148,0.11347521,-0.19296601,0.04335864,-0.15130647,0.0847313,0.15544483,-0.010655351,-0.08797635,0.13573419,-0.31964484,-0.00010364456
chr15-25445294-25446232,-0.4640484,-0.42402685,0.14316201,-0.8937968,0.07004434,0.36939085,0.3998625,0.19080259,0.40306216,0.16046219,-0.11020639,0.005501884,-0.20025617,-0.10722783,-0.2690125,0.04474827,-0.23410961,0.053295698
chr15-25621991-25622828,-0.45917532,-0.30281925,-0.29372078,-0.067944236,-0.041805677,0.12012778,0.6381293,0.3347696,-0.29486233,0.041392207,0.005562154,-0.039579917,0.0853083,-0.041860394,-0.12608999,0.0043976703,0.13597627,-0.011026927
chr15-26894923-26895709,0.34035876,-0.07239203,0.060205374,-0.018545464,-0.22704865,-0.035718642,-0.11344642,-0.11117384,0.2415475,-0.07291399,-0.22000028,0.2306188,0.34376645,-0.082230255,0.026510902,-0.28714573,-0.1256394,0.02191155
chr15-32245780-32246689,-0.42740256,-0.14868923,-0.46473494,0.442297,-0.40539888,-0.67702264,0.16085485,0.5489381,0.23403743,0.23297794,0.220886,0.19005805,0.061558727,0.13627483,-0.45039028,-0.00042246483,-0.30744353,-0.03830804
chr15-34453224-34454043,0.07337193,-0.051926527,0.059480805,-0.28848317,-0.016796097,-0.2723489,0.29499146,0.21533307,0.072140835,-0.095107734,-0.08510162,0.025554113,0.1841891,0.12250116,-0.24172854,-0.2580624,0.33862528,-0.0023232312
chr15-35292740-35293537,-0.2638031,0.050644778,0.29339135,0.13771206,0.29225633,-0.10660462,-0.47309235,-0.08445734,-0.16085382,-0.0002366971,-0.11287968,0.16893029,-0.10360114,0.019199073,0.18902865,0.00046245227,-0.27798596,0.0023065105
chr15-35295977-35296759,-0.012638653,-0.27316117,0.13498531,-0.5422135,0.37511343,0.2613331,-0.27110356,0.14928056,0.06555561,0.07460761,-0.30916485,-0.32880458,0.028867936,0.15275095,-0.17437403,-0.2073911,0.29601586,0.022248104
chr15-35298534-35299382,0.115681164,0.040258527,-0.25829113,-0.38287002,0.2688191,0.0822746,0.1681057,0.07895486,-0.1220445,0.005602232,-0.17724366,-0.19998637,0.15033668,0.1279486,0.19540744,-0.121949226,-0.42455178,0.0044181417
chr15-35302374-35303267,0.19577941,-0.038863014,-0.05766912,-0.13265105,0.3323336,-0.06700139,0.22567703,0.17122875,-0.34356627,-0.0065692235,-0.062056847,-0.043998968,0.083459,-0.3017748,-0.020873649,0.041363087,-0.29904717,0.012669262
chr15-36554968-36555931,0.19528206,0.19500417,-0.085004285,-0.1153844,-0.26397884,-0.3386838,0.12080827,-0.08702998,0.20225093,0.043158256,-0.24585463,0.1544017,-0.21954338,0.002565947,-0.018225027,0.05431879,-0.35320747,0.010233302
chr15-37232203-37233135,0.08511254,0.28407413,-0.20392454,-0.12745239,-0.0013317153,-0.2062839,0.20961173,-0.0029195314,-0.15968858,0.06709256,-0.15462177,0.14617024,-0.21656105,0.05961606,-0.1063729,-0.08759546,-0.2509752,0.01748154
chr15-37233901-37234827,0.09524021,0.2495587,-0.06648972,0.22617337,0.22297998,-0.4447402,-0.07140888,-0.31551248,0.05306816,0.22909029,-0.32896805,-0.05283907,-0.021885209,-0.39110026,0.027370207,0.11993868,-0.43251073,0.05260036
chr15-39856712-39857655,0.13400853,-0.5552569,0.028350065,-0.5383896,0.18573482,0.29674977,0.34704795,0.23970433,-0.4227303,-0.013969046,0.13207315,-0.1510609,-0.114299,-0.17710547,0.13697024,0.004670825,0.32686713,-0.009558856
chr15-43170468-43170980,-0.4912486,0.5092283,-0.3367017,-1.4821697,0.25261477,0.33941475,0.36398238,0.5986829,-0.44254643,0.15949675,-0.10739017,-0.12707116,0.10366034,-0.2563012,-0.14095853,-0.1433141,0.24931891,0.050067417
chr15-44457334-44458101,0.06019277,-0.7348827,0.08889767,0.18368663,-0.029005822,-0.020118738,-0.3805993,0.23528388,0.30529925,-0.1411401,0.044025816,0.13782926,-0.17633243,0.35259,0.10841151,-0.11203279,-0.087490216,-0.027949821
chr15-54745572-54746413,-0.678245,0.1031126,0.55391514,-1.1933953,0.3764181,0.31086054,0.25121772,0.29153135,-0.33230233,-0.06491713,-0.080566056,-0.33188277,-0.22794746,0.31646475,-0.1100562,-0.046633955,-0.029061215,0.061326325
